name,categories,address,price,rating,cuisine1,cuisine2,cuisine3,temp,no_Of_cusines
tropical snow,Ice Cream Shop,"الرياض 13515, المملكة العربية السعودية",Cheap,7.5,Ice Cream Shop,,,2,1
bayat café,"Coffee Shop, Café","Al Imam Saud Ibn Faisal Rd., الرياض, المملكة العربية السعودية",Cheap,7.0,Coffee Shop, Café,,1,2
pastaria,Italian Restaurant,"Imam Saud Bin Faisal St, الرياض, المملكة العربية السعودية",Moderate,9.0,Italian Restaurant,,,2,1
jmool box,"Dessert Shop, Coffee Shop","الرياض 13515, المملكة العربية السعودية",Cheap,7.6,Dessert Shop, Coffee Shop,,1,2
lobster sandwich,Sandwich Place,"الرياض 13315, المملكة العربية السعودية",Cheap,6.8,Sandwich Place,,,2,1
jolly burger,Burger Joint,"King Fahad Road, الرياض 13326, المملكة العربية السعودية",Cheap,7.9,Burger Joint,,,2,1
al makki,Middle Eastern Restaurant,"Qasim Rd, المملكة العربية السعودية",Moderate,7.4,Middle Eastern Restaurant,,,2,1
dozen,"Dessert Shop, Bakery","الرياض 13315, المملكة العربية السعودية",Cheap,7.5,Dessert Shop, Bakery,,1,2
senses specialty coffee,Coffee Shop,"Al Ghatghat St., الرياض 13315, المملكة العربية السعودية",Cheap,8.0,Coffee Shop,,,2,1
3bean,Coffee Shop,"Al Rabi (Algatgat ST), الرياض 13315, المملكة العربية السعودية",Cheap,8.2,Coffee Shop,,,2,1
pasta delizia,Italian Restaurant,"Ar Rabie Plaza, الرياض 13315, المملكة العربية السعودية",Moderate,5.8,Italian Restaurant,,,2,1
noodle sta,Noodle House,"الرياض, المملكة العربية السعودية",Cheap,6.7,Noodle House,,,2,1
healthy dose,Restaurant,"Al-Rabie plaza, الرياض 13315, المملكة العربية السعودية",Moderate,5.5,Restaurant,,,2,1
firefly burger,Burger Joint,"طريق الملك عبدالعزيز, الرياض 13315, المملكة العربية السعودية",Cheap,6.8,Burger Joint,,,2,1
spectra cafe,"Café, Coffee Shop, Lounge","King Abdulaziz (AlGatgat), الرياض 13315, المملكة العربية السعودية",Cheap,6.9,Café, Coffee Shop, Lounge,0,3
bakers rendezvous,Bakery,"King Abdullaziz Road, الرياض 13315, المملكة العربية السعودية",Cheap,6.8,Bakery,,,2,1
mw cafe,Coffee Shop,"Abi Bakr As Siddiq Rd., الرياض 13312, المملكة العربية السعودية",Cheap,7.7,Coffee Shop,,,2,1
golden salamon,Seafood Restaurant,"Abi Bakr As Siddiq Rd, الرياض 13312, المملكة العربية السعودية",Expensive,6.1,Seafood Restaurant,,,2,1
barista tools,"Coffee Shop, Corporate Coffee Shop","الرياض 13215, المملكة العربية السعودية",Cheap,8.3,Coffee Shop, Corporate Coffee Shop,,1,2
cafe de poitiers,Café,"Uthman Ibn Affan Branch Rd (Exit 7), الرياض 13313, المملكة العربية السعودية",Cheap,7.7,Café,,,2,1
division coffee,Coffee Shop,"عثمان بن عفان, الرياض 13314, المملكة العربية السعودية",Cheap,6.9,Coffee Shop,,,2,1
grey cottage cafe,Café,"RIYADH (Uthman ibn affan Branch Rd), الفلاح, المملكة العربية السعودية",Cheap,6.0,Café,,,2,1
post coffee,Coffee Shop,"Uthman Ibn Affan Rd., الرياض 13313, المملكة العربية السعودية",Cheap,8.4,Coffee Shop,,,2,1
kannur,"Indian Restaurant, North Indian Restaurant","Alwadi Neighbourhood (عثمان بن عفان), الرياض 13313, المملكة العربية السعودية",Moderate,8.6,Indian Restaurant, North Indian Restaurant,,1,2
holiday inn izzdihar - resturant,Eastern European Restaurant,"Unit 1 – Izdihar District, الرياض 11468, المملكة العربية السعودية",Moderate,5.9,Eastern European Restaurant,,,2,1
jehan cafe,"Hookah Bar, Café","الرياض 12487, المملكة العربية السعودية",Cheap,6.6,Hookah Bar, Café,,1,2
lotus asian-inspired specialty restaurant,Asian Restaurant,"6623 Eastern Ring Rd, Ash Shuhada, Riyadh 13241 (Abi Jafar Almansour St), الرياض 13241, المملكة العربية السعودية",Moderate,8.2,Asian Restaurant,,,2,1
bice,Italian Restaurant,"Vivinda Villas (Ghornata Center), الرياض 13241, المملكة العربية السعودية",Moderate,7.5,Italian Restaurant,,,2,1
trabzon döner riyad,Turkish Restaurant,"gernata square (Muhammed Ali junnah), الرياض, المملكة العربية السعودية",Moderate,6.5,Turkish Restaurant,,,2,1
ranosh,Juice Bar,"الرياض 13241, المملكة العربية السعودية",Cheap,7.5,Juice Bar,,,2,1
papa john's,Pizza Place,"Al Hamra (Imam Rd), الرياض, المملكة العربية السعودية",Cheap,6.9,Pizza Place,,,2,1
lody ice cream,Food Truck,"الرياض 13317, المملكة العربية السعودية",Cheap,6.9,Food Truck,,,2,1
dan cafe,Café,المملكة العربية السعودية,Cheap,6.9,Café,,,2,1
july icecream car,"Food Truck, Ice Cream Shop","الرياض 14213, المملكة العربية السعودية",Cheap,6.7,Food Truck, Ice Cream Shop,,1,2
melenzane,Italian Restaurant,"الرياض 13521, المملكة العربية السعودية",Moderate,7.9,Italian Restaurant,,,2,1
gee burger,"Food Truck, Burger Joint","King Fahad, الرياض 13315, المملكة العربية السعودية",Cheap,6.1,Food Truck, Burger Joint,,1,2
butty,"Sandwich Place, Fast Food Restaurant, Pastry Shop","Almalga (Emam Saud), الرياض 13521, المملكة العربية السعودية",Cheap,6.7,Sandwich Place, Fast Food Restaurant, Pastry Shop,0,3
teti caffè,"Coffee Shop, Café","Imam Saud Bin Faisal Street, الرياض 13321, المملكة العربية السعودية",Cheap,7.1,Coffee Shop, Café,,1,2
superano,Ice Cream Shop,"الرياض 13321, المملكة العربية السعودية",Cheap,7.5,Ice Cream Shop,,,2,1
cello lounge,"Italian Restaurant, Lounge","Al Thumamah Rd., الرياض 13315, المملكة العربية السعودية",Moderate,8.1,Italian Restaurant, Lounge,,1,2
capri cafe,"Café, Coffee Shop","Takhassusi Street (Althumamah St.), الرياض 13315, المملكة العربية السعودية",Cheap,8.6,Café, Coffee Shop,,1,2
le moulin kitchen,"Café, Bakery, Breakfast Spot","Inside One Square (Abi Bin Maaz Al Ansari Street), الرياض 13315, المملكة العربية السعودية",Cheap,7.6,Café, Bakery, Breakfast Spot,0,3
vintage speciality coffee,Coffee Shop,"Inside One Square (Abi Bin Maaz Al Ansari Street), الرياض, المملكة العربية السعودية",Cheap,7.1,Coffee Shop,,,2,1
biryani express,Indian Restaurant,"King Abdulaziz Road (King Abdulaziz), الرياض 13315, المملكة العربية السعودية",Moderate,6.9,Indian Restaurant,,,2,1
pot & dough,"Sandwich Place, Restaurant","الرياض 13315, المملكة العربية السعودية",Cheap,8.4,Sandwich Place, Restaurant,,1,2
eggfast,Breakfast Spot,"One Square, الرياض 13315, المملكة العربية السعودية",Cheap,6.8,Breakfast Spot,,,2,1
status kitchen,Restaurant,"الرياض 13315, المملكة العربية السعودية",Moderate,7.7,Restaurant,,,2,1
the library club,"Restaurant, Café, General Entertainment","Ar Rabi District (King Abdulaziz Road), الرياض 13315, المملكة العربية السعودية",Moderate,8.6,Restaurant, Café, General Entertainment,0,3
choowy goowy,Dessert Shop,"الرياض 13315, المملكة العربية السعودية",Cheap,8.7,Dessert Shop,,,2,1
bistro chino,Chinese Restaurant,"الرياض 13315, المملكة العربية السعودية",Cheap,8.0,Chinese Restaurant,,,2,1
the lamb shack,"BBQ Joint, Steakhouse","Al Ansari (King Abdul Aziz Rd), الرياض 13315, المملكة العربية السعودية",Moderate,7.7,BBQ Joint, Steakhouse,,1,2
terminal burger,Burger Joint,"الرياض 13315, المملكة العربية السعودية",Cheap,7.9,Burger Joint,,,2,1
u lounge,Restaurant,"king abdulaziz road (Exit 5), alriyadh 11516, المملكة العربية السعودية",Moderate,8.2,Restaurant,,,2,1
mistero1,"Pizza Place, Italian Restaurant","الرياض 13315, المملكة العربية السعودية",Cheap,8.3,Pizza Place, Italian Restaurant,,1,2
sandwichi,"Diner, Sandwich Place, Food Service","الرياض 13315, المملكة العربية السعودية",Cheap,7.0,Diner, Sandwich Place, Food Service,0,3
momo,"Dumpling Restaurant, Asian Restaurant","one square, الرياض 13315, المملكة العربية السعودية",Cheap,9.0,Dumpling Restaurant, Asian Restaurant,,1,2
the exit diner truck,Food Truck,"Boulivard Of Riyadh, الرياض 13516, المملكة العربية السعودية",Cheap,7.0,Food Truck,,,2,1
one pound,Burger Joint,"Prince Saud Bin Mohammed Bin Muqrin Rd (Prince Saud Bin Mohammed Bin Muqrin Rd), الرياض 13316, المملكة العربية السعودية",Cheap,8.2,Burger Joint,,,2,1
burgerhub,Burger Joint,"Prince Mohammed Bin Salman Rd., الرياض, المملكة العربية السعودية",Cheap,7.9,Burger Joint,,,2,1
voila lounge & cafe,"Lounge, Café","طريق الأمير سعود بن محمد بن مقرن بجانب الجامعة السعودية الالكترونية (الرياض حي الربيع), الرياض 13316, المملكة العربية السعودية",Expensive,8.5,Lounge, Café,,1,2
taxi burger & steak,Burger Joint,"Prince Saud Bin Mohamed Rd, الرياض, المملكة العربية السعودية",Cheap,6.2,Burger Joint,,,2,1
leo,Café,"Uthman Ibn Affan Branch Road, الرياض 13314, المملكة العربية السعودية",Cheap,6.1,Café,,,2,1
mz,"Juice Bar, Smoothie Shop","الرياض 13313, المملكة العربية السعودية",Cheap,8.2,Juice Bar, Smoothie Shop,,1,2
an specialty coffee,Coffee Shop,"Uthman Ibn Affan Rd., الرياض 13313, المملكة العربية السعودية",Cheap,6.6,Coffee Shop,,,2,1
lee chocolate,Dessert Shop,"Othman bin affan, الرياض, المملكة العربية السعودية",Cheap,7.2,Dessert Shop,,,2,1
riyadh boulevard food trucks,Food Truck,"الرياض 13516, المملكة العربية السعودية",Cheap,7.7,Food Truck,,,2,1
mammabunz cafe,Café,"الرياض 13243, المملكة العربية السعودية",Cheap,7.6,Café,,,2,1
barncafé,Coffee Shop,المملكة العربية السعودية,Cheap,8.1,Coffee Shop,,,2,1
hn coffee,Coffee Shop,"طريق الصحابة, الرياض 13226, المملكة العربية السعودية",Cheap,7.6,Coffee Shop,,,2,1
raw,"Juice Bar, Food & Drink Shop","Riyadh (Anas Ibn Malek Street), الرياض, المملكة العربية السعودية",Cheap,9.2,Juice Bar, Food & Drink Shop,,1,2
v60,Coffee Shop,"Anas Ibn Malik Rd., الرياض 13522, المملكة العربية السعودية",Cheap,7.9,Coffee Shop,,,2,1
flavor flake,Juice Bar,"الرياض 13522, المملكة العربية السعودية",Cheap,8.2,Juice Bar,,,2,1
triple s,"American Restaurant, Asian Restaurant","طريق أنس بن مالك, الرياض 13522, المملكة العربية السعودية",Moderate,7.7,American Restaurant, Asian Restaurant,,1,2
lean meals,Restaurant,"Almalqa, الرياض 13525, المملكة العربية السعودية",Moderate,9.0,Restaurant,,,2,1
alyahya's lounge,"Lounge, Café","الرياض 13531, المملكة العربية السعودية",Expensive,8.1,Lounge, Café,,1,2
waynes coffee,"Coffee Shop, Café","Kingdom Hospital Waynes Coffee, الرياض 13316, المملكة العربية السعودية",Cheap,8.0,Coffee Shop, Café,,1,2
casper,Diner,"Riyadh, المملكة العربية السعودية",Cheap,6.7,Diner,,,2,1
yummy truck,Food Truck,"الرياض, المملكة العربية السعودية",Cheap,7.5,Food Truck,,,2,1
tech speciality coffee,Coffee Shop,"An-nada (Othman Bin Afan), الرياض 13317, المملكة العربية السعودية",Cheap,7.8,Coffee Shop,,,2,1
holiday gulf cafee,Café,"Holiday Gulf Cafe (Othman Bin Affan), الرياض 13313, المملكة العربية السعودية",Cheap,7.9,Café,,,2,1
del monte - sabic,"Restaurant, Corporate Cafeteria","Sabic Hq, الرياض, المملكة العربية السعودية",Moderate,5.8,Restaurant, Corporate Cafeteria,,1,2
juice&more,Juice Bar,"Immam Mohammed Bin Saud, الرياض 13225, المملكة العربية السعودية",Cheap,7.0,Juice Bar,,,2,1
fit house,Restaurant,"الرياض 13225, المملكة العربية السعودية",Moderate,7.9,Restaurant,,,2,1
bin ali,Coffee Shop,"Ishbiliyah (Bahar Al Mayet st), الرياض 13226, المملكة العربية السعودية",Cheap,5.8,Coffee Shop,,,2,1
burger house,Burger Joint,"T1 Near King Salman Road (Prince Turki Bin Abdulaziz Al Awal), الرياض 13522, المملكة العربية السعودية",Cheap,8.1,Burger Joint,,,2,1
minipancakes,"Food Truck, Dessert Shop","Hitten, المملكة العربية السعودية",Cheap,8.2,Food Truck, Dessert Shop,,1,2
barista coffee 5,Food Truck,"Hitteen, الرياض, المملكة العربية السعودية",Cheap,7.6,Food Truck,,,2,1
tap,"Café, Corporate Cafeteria, Coffee Shop","Anas Ibn Malik Rd., الرياض 13524, المملكة العربية السعودية",Cheap,8.3,Café, Corporate Cafeteria, Coffee Shop,0,3
shorttrip,Burger Joint,"Anas Ibn Malik Rd., الرياض 13524, المملكة العربية السعودية",Cheap,5.8,Burger Joint,,,2,1
march,"Coffee Shop, Café","Prince Mohammed Bin Saad, الرياض 13524, المملكة العربية السعودية",Cheap,7.8,Coffee Shop, Café,,1,2
zinc cafe,Coffee Shop,"الرياض 13524, المملكة العربية السعودية",Cheap,8.6,Coffee Shop,,,2,1
bread hub,Bakery,"الرياض 13524, المملكة العربية السعودية",Cheap,7.9,Bakery,,,2,1
8oz speciality coffee,Coffee Shop,"Anas Ibn Malik Rd. (Riyadh), الرياض 13524, المملكة العربية السعودية",Cheap,8.9,Coffee Shop,,,2,1
the california burger,"Burger Joint, American Restaurant, New American Restaurant","Al Malqa, Riyadh (13524), الرياض 13524, المملكة العربية السعودية",Cheap,9.1,Burger Joint, American Restaurant, New American Restaurant,0,3
finzione da pizza,Pizza Place,"Anas Bin Malek Rd. (13524), الرياض 13524, المملكة العربية السعودية",Cheap,8.9,Pizza Place,,,2,1
rocomamas,Burger Joint,"Anas Bin Malek Rd., الرياض 13524, المملكة العربية السعودية",Cheap,9.4,Burger Joint,,,2,1
howdy!,Burger Joint,"الرياض 13524, المملكة العربية السعودية",Cheap,7.3,Burger Joint,,,2,1
pizzaratti,Pizza Place,"الرياض 13524, المملكة العربية السعودية",Cheap,7.7,Pizza Place,,,2,1
mio caffe,Café,"Al Malqa (Wady Waj), الرياض 13524, المملكة العربية السعودية",Cheap,9.0,Café,,,2,1
beyzade,Turkish Restaurant,"Anas Ibn Malik Rd, الرياض 13524, المملكة العربية السعودية",Moderate,7.8,Turkish Restaurant,,,2,1
street treats,Ice Cream Shop,"Anas Bin Malik Road (Wady Waj St.), الرياض 13521, المملكة العربية السعودية",Cheap,8.5,Ice Cream Shop,,,2,1
glossy,Dessert Shop,"الرياض 13521, المملكة العربية السعودية",Cheap,7.8,Dessert Shop,,,2,1
mist lounge & restaurant,"Restaurant, Café, Dessert Shop","Al-Malqa (Anas Bin Malek Rd.), الرياض, المملكة العربية السعودية",Moderate,6.6,Restaurant, Café, Dessert Shop,0,3
lost: joy of coffee,Coffee Shop,"الملقا (أنس بن مالك), الرياض 13524, المملكة العربية السعودية",Cheap,7.8,Coffee Shop,,,2,1
noodle box,Noodle House,"Anas bin malik, الرياض, المملكة العربية السعودية",Cheap,5.0,Noodle House,,,2,1
extreme pita,"Restaurant, Sandwich Place","King Fahd road, المملكة العربية السعودية",Moderate,6.1,Restaurant, Sandwich Place,,1,2
food trucks yard,Food Truck,"Aroba road (Prince turki), الرياض, المملكة العربية السعودية",Cheap,6.7,Food Truck,,,2,1
window cafe,Café,"الرياض 13322, المملكة العربية السعودية",Cheap,8.0,Café,,,2,1
lucid cafe,"Coffee Shop, Café","Al Thumama Road (In front of the kingdom Hospital), الرياض 13322, المملكة العربية السعودية",Cheap,8.5,Coffee Shop, Café,,1,2
on time,Café,"الرياض 13322, المملكة العربية السعودية",Cheap,7.4,Café,,,2,1
etoiles,Café,"Riyadh (Abdulaziz King Road), الرياض, المملكة العربية السعودية",Cheap,5.5,Café,,,2,1
bostani,Dessert Shop,"الرياض 13315, المملكة العربية السعودية",Cheap,7.2,Dessert Shop,,,2,1
july ice cream,Ice Cream Shop,"الياسمين (شارع القلعة), الرياض 13322, المملكة العربية السعودية",Cheap,7.0,Ice Cream Shop,,,2,1
tsc signature,Restaurant,"Alrabee'a (Thumama Street), الرياض, المملكة العربية السعودية",Moderate,8.3,Restaurant,,,2,1
fish pan,Seafood Restaurant,"الرياض 13316, المملكة العربية السعودية",Expensive,8.6,Seafood Restaurant,,,2,1
50degree,Coffee Shop,"الربيع (القلعه), الرياض 13316, المملكة العربية السعودية",Cheap,8.1,Coffee Shop,,,2,1
t.g.i. friday's,American Restaurant,"Thumamah Rd., الرياض, المملكة العربية السعودية",Moderate,7.7,American Restaurant,,,2,1
le jolie cafe,Coffee Shop,"Le Jolie Cafe (Aa), الرياض 13316, المملكة العربية السعودية",Cheap,5.7,Coffee Shop,,,2,1
foam,Coffee Shop,"Alqasbah, الرياض 13317, المملكة العربية السعودية",Cheap,8.9,Coffee Shop,,,2,1
old town lounge & cafe,Coffee Shop,"الرياض 13317, المملكة العربية السعودية",Cheap,7.5,Coffee Shop,,,2,1
zowar restaurant,Middle Eastern Restaurant,"Uthman Ibn Affan Rd, Riyadh 13313 (طريق الأمير محمد بن سلمان بن عبدالعزيز), الرياض 13317, المملكة العربية السعودية",Moderate,7.0,Middle Eastern Restaurant,,,2,1
bahce,"Restaurant, Café","An Nada,riyadh 13317 (Othman Bin Affan Roud), الرياض, المملكة العربية السعودية",Moderate,7.6,Restaurant, Café,,1,2
"4twins truck , imamu","Dessert Shop, Food Truck","الرياض 13317, المملكة العربية السعودية",Cheap,7.6,Dessert Shop, Food Truck,,1,2
cioccolat italiani,"Coffee Shop, Chocolate Shop","Othman Bin Affain Rd, الرياض 13317, المملكة العربية السعودية",Cheap,8.2,Coffee Shop, Chocolate Shop,,1,2
earlybird,Coffee Shop,"الرياض 13317, المملكة العربية السعودية",Cheap,8.0,Coffee Shop,,,2,1
night breeze coffee,Café,"الرياض, المملكة العربية السعودية",Cheap,5.4,Café,,,2,1
j.co donuts,"Donut Shop, Coffee Shop","Airport Road - next to Alrimaya, الرياض, المملكة العربية السعودية",Cheap,8.6,Donut Shop, Coffee Shop,,1,2
coffee yard,Coffee Shop,"الرياض 13244, المملكة العربية السعودية",Cheap,6.5,Coffee Shop,,,2,1
lights café,"Coffee Shop, Café",المملكة العربية السعودية,Cheap,7.1,Coffee Shop, Café,,1,2
coffee essence,Café,"الرياض, المملكة العربية السعودية",Cheap,6.5,Café,,,2,1
pide,Bakery,"Qurtubah, الرياض, المملكة العربية السعودية",Cheap,6.7,Bakery,,,2,1
twelve burger,Burger Joint,"Twelve Burger (Dmaan Road), الرياض 13242, المملكة العربية السعودية",Cheap,7.8,Burger Joint,,,2,1
dominoes pizza,Pizza Place,"الرياض 13245, المملكة العربية السعودية",Cheap,7.3,Pizza Place,,,2,1
iv specility cafe,Café,"الرياض 14813, المملكة العربية السعودية",Cheap,7.6,Café,,,2,1
moe.truck,Food Truck,"الرياض 13516, المملكة العربية السعودية",Cheap,8.4,Food Truck,,,2,1
cortado truck,Food Truck,"طريق الامير تركي الاول, الرياض 13525, المملكة العربية السعودية",Cheap,8.9,Food Truck,,,2,1
yellow line coffee,Coffee Shop,"الرياض 13525, المملكة العربية السعودية",Cheap,8.6,Coffee Shop,,,2,1
health zone,"Restaurant, Health Food Store","Al-malqa (Anas Bin Malik), الرياض 13521, المملكة العربية السعودية",Moderate,7.6,Restaurant, Health Food Store,,1,2
wazzup dog,Hot Dog Joint,"الرياض 13524, المملكة العربية السعودية",Cheap,8.6,Hot Dog Joint,,,2,1
voy,Restaurant,"الرياض 13524, المملكة العربية السعودية",Moderate,7.7,Restaurant,,,2,1
karak habitat,Breakfast Spot,"طريق انس بن مالك, الرياض 13524, المملكة العربية السعودية",Cheap,7.1,Breakfast Spot,,,2,1
don puro,Restaurant,"Rafal Accot, الرياض 13321, المملكة العربية السعودية",Moderate,8.7,Restaurant,,,2,1
vigor,"Restaurant, Health Food Store","الرياض 13321, المملكة العربية السعودية",Moderate,7.1,Restaurant, Health Food Store,,1,2
sweet & salty,Bakery,"Anas Bin Malek Road, الرياض 13325, المملكة العربية السعودية",Cheap,8.2,Bakery,,,2,1
bonne santé cafe,Coffee Shop,"Olya St, الرياض 13321, المملكة العربية السعودية",Cheap,8.1,Coffee Shop,,,2,1
tasteme sweet & savory,Dessert Shop,المملكة العربية السعودية,Cheap,8.9,Dessert Shop,,,2,1
organic drip,Coffee Shop,"7636 (شارع الامير ناصر بن سعود بن فرحان آل سعود), الرياض 13321, المملكة العربية السعودية",Cheap,8.0,Coffee Shop,,,2,1
ice cream truck,"Food Truck, Ice Cream Shop","الرياض, المملكة العربية السعودية",Cheap,6.6,Food Truck, Ice Cream Shop,,1,2
allegro smoothies & cafe,Café,"As Sahafah, Riyadh (King Abdul Aziz Branch Rd), الرياض 13321, المملكة العربية السعودية",Cheap,5.1,Café,,,2,1
cofflate,Coffee Shop,"alsahafa (King Abdulaziz), الرياض 13321, المملكة العربية السعودية",Cheap,6.9,Coffee Shop,,,2,1
midpoint cafè,Café,"الرياض 13322, المملكة العربية السعودية",Cheap,7.6,Café,,,2,1
white mustache,Coffee Shop,"الرياض 13322, المملكة العربية السعودية",Cheap,8.4,Coffee Shop,,,2,1
b1 girlled burger,Fast Food Restaurant,"الرياض 13322, المملكة العربية السعودية",Cheap,8.1,Fast Food Restaurant,,,2,1
lè juice,"Juice Bar, Smoothie Shop","Al Yasmeen (Al Kal3ah Street), الرياض 13322, المملكة العربية السعودية",Cheap,7.4,Juice Bar, Smoothie Shop,,1,2
dna coffee company,Coffee Shop,"6157 Abi Bakr As Siddiq Branch Rd, An Narjis, Riyadh 13323 (Abi Bakr Asidiqe), الرياض 13323, المملكة العربية السعودية",Cheap,8.1,Coffee Shop,,,2,1
65° ( sixty five degrees) cafè,Coffee Shop,"Alia Plaza (Thumamah Road), الرياض 13316, المملكة العربية السعودية",Cheap,8.5,Coffee Shop,,,2,1
cu specialty coffee,Coffee Shop,"Inside Alia Plaza (Thumamah Rd), الرياض 13316, المملكة العربية السعودية",Cheap,8.2,Coffee Shop,,,2,1
bastet,Coffee Shop,"الرياض 13316, المملكة العربية السعودية",Cheap,8.1,Coffee Shop,,,2,1
vidro boutique,Coffee Shop,"الرياض, المملكة العربية السعودية",Cheap,7.5,Coffee Shop,,,2,1
the last cup,Coffee Shop,"Abi Bakr Alsiddiq Rd, الرياض 13323, المملكة العربية السعودية",Cheap,8.4,Coffee Shop,,,2,1
broaster,Fried Chicken Joint,"الرياض 13316, المملكة العربية السعودية",Cheap,5.7,Fried Chicken Joint,,,2,1
jj's diner - al romaizan compound,American Restaurant,"Al Romaizan Compound, المملكة العربية السعودية",Moderate,6.8,American Restaurant,,,2,1
nestlē toll house (nestle cafe),Café,"Al Nada Plaza, الرياض 13317, المملكة العربية السعودية",Cheap,7.6,Café,,,2,1
el fornaio,Café,"الرياض 13317, المملكة العربية السعودية",Cheap,7.6,Café,,,2,1
crystal restaurant- fal compound,Middle Eastern Restaurant,"Fal Compound, الرياض, المملكة العربية السعودية",Moderate,6.5,Middle Eastern Restaurant,,,2,1
the 365,"Restaurant, Buffet","Fairmont Hotel, الرياض 13244, المملكة العربية السعودية",Moderate,7.6,Restaurant, Buffet,,1,2
fairmont gold lounge,"Lounge, Restaurant, Buffet","Fairmont Hotel Riyadh, الرياض 13244, المملكة العربية السعودية",Expensive,8.5,Lounge, Restaurant, Buffet,0,3
costa coffee al nakhla residential resort,Coffee Shop,المملكة العربية السعودية,Cheap,7.3,Coffee Shop,,,2,1
dipndip,Dessert Shop,"الرياض 13244, المملكة العربية السعودية",Cheap,7.2,Dessert Shop,,,2,1
plan c café,"Coffee Shop, Café, Breakfast Spot","Qurtoba Distrect (Alhadithah Street), الرياض 13245, المملكة العربية السعودية",Cheap,8.3,Coffee Shop, Café, Breakfast Spot,0,3
diet dish,Restaurant,"Dammam Road, الرياض 13243, المملكة العربية السعودية",Moderate,7.0,Restaurant,,,2,1
seefa seafood restaurant,Thai Restaurant,"Exit 8 (Riyadh - Dammam St.), الرياض, المملكة العربية السعودية",Moderate,6.6,Thai Restaurant,,,2,1
döner & gyros,"German Restaurant, Turkish Restaurant","الرياض 13243, المملكة العربية السعودية",Moderate,6.4,German Restaurant, Turkish Restaurant,,1,2
food truck @ alqirawan,Coffee Shop,"الرياض 13532, المملكة العربية السعودية",Cheap,7.1,Coffee Shop,,,2,1
fillmore speciality coffee,Coffee Shop,"Prince Mohammed Saad Abdulaziz, Al Malqa Riyadh’, الرياض 13524, المملكة العربية السعودية",Cheap,8.6,Coffee Shop,,,2,1
mug shot coffee,Coffee Shop,"Almalqa (Mhammed Bin Saad), الرياض 13525, المملكة العربية السعودية",Cheap,7.6,Coffee Shop,,,2,1
vida cafe,Café,"الرياض 13525, المملكة العربية السعودية",Cheap,5.7,Café,,,2,1
tent breeze restaurant,"Turkish Restaurant, Doner Restaurant","Al MALQA, الرياض, المملكة العربية السعودية",Moderate,6.5,Turkish Restaurant, Doner Restaurant,,1,2
aurora coffee,"Coffee Shop, Café","Almalqa District (Wadi Wjj), الرياض 13524, المملكة العربية السعودية",Cheap,6.9,Coffee Shop, Café,,1,2
tastytais,Middle Eastern Restaurant,"الرياض 13321, المملكة العربية السعودية",Moderate,7.5,Middle Eastern Restaurant,,,2,1
osman baik,Turkish Restaurant,"Anas Bin Malik, الرياض 13321, المملكة العربية السعودية",Moderate,6.1,Turkish Restaurant,,,2,1
parole cafe,Café,"As-sahfah, King Abdulaziz Road (Anas Bin Malik), الرياض 13321, المملكة العربية السعودية",Cheap,6.4,Café,,,2,1
tones coffee,Coffee Shop,"Prince Naser Bin Saud (Prince Naser Bin Saud), الرياض 13322, المملكة العربية السعودية",Cheap,8.8,Coffee Shop,,,2,1
creative cake,"Bakery, Cupcake Shop","حي الياسمين (الأمير ناصر بن فرحان), الرياض 13322, المملكة العربية السعودية",Cheap,7.1,Bakery, Cupcake Shop,,1,2
dee tostato,"Sandwich Place, Fast Food Restaurant","Alsahafa (King Abdulaziz Road), الرياض, المملكة العربية السعودية",Cheap,6.8,Sandwich Place, Fast Food Restaurant,,1,2
berry berry,Juice Bar,"Alsahafa, الرياض, المملكة العربية السعودية",Cheap,7.3,Juice Bar,,,2,1
dark cafe,Coffee Shop,"الرياض 13322, المملكة العربية السعودية",Cheap,7.3,Coffee Shop,,,2,1
dose never over dose,"Coffee Shop, Café","Riyadh (Abo Baker Street), الرياض 13322, المملكة العربية السعودية",Cheap,7.6,Coffee Shop, Café,,1,2
pizza altaglio,Pizza Place,"الرياض 13322, المملكة العربية السعودية",Cheap,7.7,Pizza Place,,,2,1
java time-alyasmin,Coffee Shop,"الرياض 13322, المملكة العربية السعودية",Cheap,8.0,Coffee Shop,,,2,1
kitchen 35,"Bakery, Salad Place, Coffee Shop","Roof Mall (Abu Baker), الرياض 13322, المملكة العربية السعودية",Cheap,6.1,Bakery, Salad Place, Coffee Shop,0,3
waffle art,"Breakfast Spot, Coffee Shop","Thumamah Road, الرياض 13317, المملكة العربية السعودية",Cheap,8.0,Breakfast Spot, Coffee Shop,,1,2
yabreen coffe,Coffee Shop,المملكة العربية السعودية,Cheap,7.2,Coffee Shop,,,2,1
‏millie’s cookies,Coffee Shop,"عاليه بلازا (‏Abi Bakr As Siddiq Rd), الرياض 13316, المملكة العربية السعودية",Cheap,6.4,Coffee Shop,,,2,1
barncafe,Café,"الرياض 13317, المملكة العربية السعودية",Cheap,7.0,Café,,,2,1
trinagle food,Dessert Shop,"Thumamah St., الرياض, المملكة العربية السعودية",Cheap,7.7,Dessert Shop,,,2,1
shrimplus,Seafood Restaurant,"www.shrimplus.com, الرياض 13317, المملكة العربية السعودية",Expensive,8.5,Seafood Restaurant,,,2,1
