name,categories,address,price,rating,cuisine1,cuisine2,cuisine3,temp,no_Of_cusines
fabrica de cafe,"Coffee Shop, Café","حي العقيق (شارع الأمير محمد بن سعد), الرياض, المملكة العربية السعودية",Cheap,8.2,Coffee Shop, Café,,1,2
smokey beards q,BBQ Joint,"Prince Muhammad Ibn Saad Ibn Abdulaziz Rd, Hittin, الرياض 13512, المملكة العربية السعودية",Moderate,9.2,BBQ Joint,,,2,1
the aitch cafe,"Café, Coffee Shop","Prince Mohamed Ibn Saad Rd (Alkhair Street), الرياض 13515, المملكة العربية السعودية",Cheap,7.8,Café, Coffee Shop,,1,2
avak,"Mediterranean Restaurant, Middle Eastern Restaurant","Prince Mohammed bin Saad bin Abdulaziz, الرياض 13512, المملكة العربية السعودية",Moderate,8.9,Mediterranean Restaurant, Middle Eastern Restaurant,,1,2
vicoli,"Italian Restaurant, Café, Pastry Shop","Prince Muhammad Ibn Saad Ibn Abdulaziz Rd, Hittin, Riyadh 13512, الرياض 13512, المملكة العربية السعودية",Moderate,8.8,Italian Restaurant, Café, Pastry Shop,0,3
amai japanese bakery,"Bakery, Japanese Restaurant","Prince Muhammad Ibn Saad Bin Abdulaziz Rd (Welfare Center), الرياض 13512, المملكة العربية السعودية",Cheap,9.3,Bakery, Japanese Restaurant,,1,2
low calories,Restaurant,"العقيق (طريق الامير محمد بن سعد بن عبدالعزيز), الرياض 13515, المملكة العربية السعودية",Moderate,9.2,Restaurant,,,2,1
era coffee,Coffee Shop,"Prince Mohammad Bin Sass Bin Abdulazizi Rd, الرياض 13516, المملكة العربية السعودية",Cheap,8.1,Coffee Shop,,,2,1
red box,Restaurant,"الرياض 13515, المملكة العربية السعودية",Moderate,8.3,Restaurant,,,2,1
onze,"Coffee Shop, Café","الرياض 13512, المملكة العربية السعودية",Cheap,7.5,Coffee Shop, Café,,1,2
canvas,"Restaurant, Café, Bar","Prince Mohamed Bin Saad Bin Abdulaziz Road, الرياض 13512, المملكة العربية السعودية",Moderate,8.8,Restaurant, Café, Bar,0,3
manae’sh&co,"Breakfast Spot, Sandwich Place, Lebanese Restaurant","Prince Muhammad Ibn Saad Rd. (Alkhair Road) (Prince Muhammad Bin Salamn Road), الرياض 13511, المملكة العربية السعودية",Cheap,6.5,Breakfast Spot, Sandwich Place, Lebanese Restaurant,0,3
dozen cracked,Breakfast Spot,"Mohammed Bin Saad St, الرياض 13512, المملكة العربية السعودية",Cheap,8.0,Breakfast Spot,,,2,1
le caféier cafe & lounge,Café,"الرياض 13511, المملكة العربية السعودية",Cheap,7.9,Café,,,2,1
tropical oriental truck,Food Truck,"الرياض 13511, المملكة العربية السعودية",Cheap,7.9,Food Truck,,,2,1
dinner in the sky,Italian Restaurant,"الرياض 13311, المملكة العربية السعودية",Moderate,7.1,Italian Restaurant,,,2,1
candy box,Dessert Shop,"شارع السيل الكبير, الرياض, المملكة العربية السعودية",Cheap,6.4,Dessert Shop,,,2,1
tokyo,"Japanese Restaurant, Sushi Restaurant","Northern Ring Rd., الرياض 13311, المملكة العربية السعودية",Moderate,9.3,Japanese Restaurant, Sushi Restaurant,,1,2
karmello,"Café, Chocolate Shop","Muhammad Al Yamami St (Northen Ring Branch Rd), الرياض 13311, المملكة العربية السعودية",Cheap,7.8,Café, Chocolate Shop,,1,2
salad basket,Salad Place,"الرياض 13311, المملكة العربية السعودية",Cheap,8.3,Salad Place,,,2,1
she & i sweet,Coffee Shop,"King Abdulaziz Road, الرياض 12467, المملكة العربية السعودية",Cheap,7.9,Coffee Shop,,,2,1
pizza wow,Pizza Place,"الرياض, المملكة العربية السعودية",Cheap,8.1,Pizza Place,,,2,1
dib&dib,Café,المملكة العربية السعودية,Cheap,7.6,Café,,,2,1
lámpara de café,"Coffee Shop, Café","Abi Bakr Al Siddiq Road, الرياض 12475, المملكة العربية السعودية",Cheap,9.0,Coffee Shop, Café,,1,2
chelsea cafe,Coffee Shop,"Riyah, المملكة العربية السعودية",Cheap,6.0,Coffee Shop,,,2,1
toastic bakery,"Bakery, Café","Umar Al Tamimi St (Zaid Ibn Abdulrahman St), الرياض 12476, المملكة العربية السعودية",Cheap,9.2,Bakery, Café,,1,2
el-café,Coffee Shop,"Imam Saud Bin Abdulaziz Rd., الرياض 12485, المملكة العربية السعودية",Cheap,8.6,Coffee Shop,,,2,1
caffè di classe,Café,"Al Nakheel Mall, الرياض, المملكة العربية السعودية",Cheap,5.6,Café,,,2,1
1kilo,"BBQ Joint, Butcher","الرياض 12485, المملكة العربية السعودية",Moderate,8.3,BBQ Joint, Butcher,,1,2
l’eto,Café,"النخيل بلازا, الرياض 12483, المملكة العربية السعودية",Cheap,7.9,Café,,,2,1
secret garden by l'eto,"Café, Bakery","الرياض 12483, المملكة العربية السعودية",Cheap,7.3,Café, Bakery,,1,2
minder,"Coffee Shop, Dessert Shop","Imam Saud Bin Abdulaziz Roud, الرياض 12485, المملكة العربية السعودية",Cheap,8.0,Coffee Shop, Dessert Shop,,1,2
moon cafe | drive throw only,Coffee Shop,"الرياض, المملكة العربية السعودية",Cheap,7.6,Coffee Shop,,,2,1
storia cafe,Food Truck,"alhamra garden, الرياض 13216, المملكة العربية السعودية",Cheap,7.4,Food Truck,,,2,1
nani,Asian Restaurant,"King Abdullah Rd., الرياض 13214, المملكة العربية السعودية",Moderate,6.5,Asian Restaurant,,,2,1
rococoa,Café,"شارع خالد بن الوليد (طريق الملك عبدالله), الرياض, المملكة العربية السعودية",Cheap,7.7,Café,,,2,1
tgi fridays,American Restaurant,"الرياض 13215, المملكة العربية السعودية",Moderate,7.4,American Restaurant,,,2,1
kookh al-hummus,Fast Food Restaurant,المملكة العربية السعودية,Cheap,8.5,Fast Food Restaurant,,,2,1
caf - boulevard,Coffee Shop,"الرياض 13516, المملكة العربية السعودية",Cheap,8.0,Coffee Shop,,,2,1
trieste - riyadh boulevard,Café,"Riyadh Season, الرياض 13516, المملكة العربية السعودية",Cheap,8.3,Café,,,2,1
suger cloud,Food Truck,"الرياض 12382, المملكة العربية السعودية",Cheap,7.6,Food Truck,,,2,1
focus,"Coffee Shop, Café","Prince Muhammad Bin Saad Rd, الرياض 13515, المملكة العربية السعودية",Cheap,9.0,Coffee Shop, Café,,1,2
falafel dam,"Falafel Restaurant, Breakfast Spot","Muhammad Bin Saad Bin Abdulaziz St., الرياض 13515, المملكة العربية السعودية",Cheap,8.5,Falafel Restaurant, Breakfast Spot,,1,2
bolt coffee,Coffee Shop,"الرياض 13515, المملكة العربية السعودية",Cheap,9.1,Coffee Shop,,,2,1
flow coffee & community,Coffee Shop,"فلو ~ قهوة ومجتمع, الرياض 13511, المملكة العربية السعودية",Cheap,8.5,Coffee Shop,,,2,1
monte | pizzeria,Italian Restaurant,"Al-aqeek (Prince Mohammed Bin Salman), الرياض 13515, المملكة العربية السعودية",Moderate,7.3,Italian Restaurant,,,2,1
que cafe,Coffee Shop,"Prince Mohammed Ibn Salman Rd., الرياض 13515, المملكة العربية السعودية",Cheap,8.0,Coffee Shop,,,2,1
health kitchen,Restaurant,"Aqiq (Prince Mohammad Bin Miqren), الرياض 13515, المملكة العربية السعودية",Moderate,7.7,Restaurant,,,2,1
terrace cafe,Café,"King Fahad Road (King Fahad Road), الرياض 13511, المملكة العربية السعودية",Cheap,7.3,Café,,,2,1
hala kenaz,"Dessert Shop, Chocolate Shop","AlSail AlKabeer, الرياض 13311, المملكة العربية السعودية",Cheap,7.1,Dessert Shop, Chocolate Shop,,1,2
terrace no.9,Burger Joint,"Alnafal, الرياض 13312, المملكة العربية السعودية",Cheap,8.6,Burger Joint,,,2,1
delice restaurant & lounge,Italian Restaurant,"Exit 5 (King Abdulaziz), الرياض 13311, المملكة العربية السعودية",Moderate,8.3,Italian Restaurant,,,2,1
neşve,Coffee Shop,"Tala Mall, الرياض, المملكة العربية السعودية",Cheap,8.1,Coffee Shop,,,2,1
piatto,Italian Restaurant,"2587-2605 Northern Ring Branch Rd, Al Maseef 13312 الرياض 11464 Riyadh 11464, الرياض 12467, المملكة العربية السعودية",Moderate,8.9,Italian Restaurant,,,2,1
nando's,Portuguese Restaurant,"Northern Ring Road, الرياض 12467, المملكة العربية السعودية",Moderate,7.6,Portuguese Restaurant,,,2,1
zafran indian bistro,Indian Restaurant,"Northern Ring Road - (Northern Ring Road), الرياض 12467, المملكة العربية السعودية",Moderate,7.5,Indian Restaurant,,,2,1
asador de aranda,Spanish Restaurant,"الرياض 12467, المملكة العربية السعودية",Moderate,6.8,Spanish Restaurant,,,2,1
bubble waffle,Dessert Shop,"الرياض 13312, المملكة العربية السعودية",Cheap,7.6,Dessert Shop,,,2,1
drop,Coffee Shop,"Abi Bakr Al Siddiq Road, الرياض 12477, المملكة العربية السعودية",Cheap,7.8,Coffee Shop,,,2,1
lucaffe,Coffee Shop,"الرياض 12477, المملكة العربية السعودية",Cheap,7.9,Coffee Shop,,,2,1
puzzle café,Café,"الرياض, المملكة العربية السعودية",Cheap,6.7,Café,,,2,1
acme,Burger Joint,"Galaxy Life, Al-Taawun District, الرياض 12476, المملكة العربية السعودية",Cheap,8.3,Burger Joint,,,2,1
theta,"Café, Coffee Shop","الرياض 12476, المملكة العربية السعودية",Cheap,8.2,Café, Coffee Shop,,1,2
homies cafe,"Café, Coffee Shop","Riyadh, الرياض 12476, المملكة العربية السعودية",Cheap,8.6,Café, Coffee Shop,,1,2
sugar moo,Dessert Shop,"الرياض 12485, المملكة العربية السعودية",Cheap,7.8,Dessert Shop,,,2,1
capri gelato,Ice Cream Shop,"الرياض 12476, المملكة العربية السعودية",Cheap,6.7,Ice Cream Shop,,,2,1
taste me,Dessert Shop,"الرياض 12485, المملكة العربية السعودية",Cheap,9.0,Dessert Shop,,,2,1
the shaker,Juice Bar,"After AlNakhel Mall (Imam Saud Bin Abdulaziz Bin Muhammed Road), الرياض 12483, المملكة العربية السعودية",Cheap,8.7,Juice Bar,,,2,1
bâki | coffee house,Coffee Shop,"Befor Nahr Al Neel Street (Imam Saud Bin Abdulaziz Bin Muhammad Road), الرياض 12483, المملكة العربية السعودية",Cheap,7.0,Coffee Shop,,,2,1
bar coffee,Coffee Shop,"الإمام محمد بن سعود (تقاطع عثمان بن عفان مع الإمام محمد بن سعود), الرياض 12483, المملكة العربية السعودية",Cheap,8.0,Coffee Shop,,,2,1
frida,Food Truck,"تركي الاول, الرياض 13517, المملكة العربية السعودية",Cheap,7.8,Food Truck,,,2,1
la casa cafe,Coffee Shop,"الرياض 13216, المملكة العربية السعودية",Cheap,7.7,Coffee Shop,,,2,1
one more,Food Truck,"الرياض, المملكة العربية السعودية",Cheap,8.1,Food Truck,,,2,1
henayne truck,Food Truck,"Alhamra, الرياض 13216, المملكة العربية السعودية",Cheap,7.5,Food Truck,,,2,1
caféyato,"Coffee Shop, Café","King Abdullah Rd., الرياض 13215, المملكة العربية السعودية",Cheap,8.9,Coffee Shop, Café,,1,2
patchi,"Dessert Shop, Café","Gate 3, الرياض 13215, المملكة العربية السعودية",Cheap,8.1,Dessert Shop, Café,,1,2
so souffle cafe,Café,"King Abdullah Rd, الرياض 13215, المملكة العربية السعودية",Cheap,7.5,Café,,,2,1
muscle growth,Restaurant,"Khalij District (Hassan Bin Husain Street), الرياض 13223, المملكة العربية السعودية",Moderate,8.1,Restaurant,,,2,1
chkcolata cafe,Café,"King Fahad Road., المملكة العربية السعودية",Cheap,7.4,Café,,,2,1
shekshack,Juice Bar,"Abdulaziz Ben Besher (شارع عبدالعزيز بن عبدالرحمن البشر), الرياض, المملكة العربية السعودية",Cheap,7.7,Juice Bar,,,2,1
blue fig cafe,Café,المملكة العربية السعودية,Cheap,6.5,Café,,,2,1
project coffee,Coffee Shop,"الرياض 13224, المملكة العربية السعودية",Cheap,7.1,Coffee Shop,,,2,1
bulb burger truck,"Food Truck, Burger Joint","الرياض, المملكة العربية السعودية",Cheap,7.4,Food Truck, Burger Joint,,1,2
coffee day express,Coffee Shop,"Saud Bin Faisal St. (Imam Saud Bin Faisal Rd.), الرياض, المملكة العربية السعودية",Cheap,7.9,Coffee Shop,,,2,1
mezaj alkif,Café,"الرياض (تركي الاول), الرياض 13516, المملكة العربية السعودية",Cheap,8.1,Café,,,2,1
coltura del cafe,"Coffee Shop, Café","Imam Saud Bin Faisal Rd., الرياض 13522, المملكة العربية السعودية",Cheap,8.9,Coffee Shop, Café,,1,2
eyescream and friends - boulevard  riyadh season,"Ice Cream Shop, Kids Store, Candy Store","Riyadh Season (Boulevard), الرياض 13516, المملكة العربية السعودية",Cheap,7.1,Ice Cream Shop, Kids Store, Candy Store,0,3
btw bytheway,"Coffee Shop, Café","Prince Mohammed Bin Saad Bin abdulaziz (Imam Saud Bin Faisal), Riyadh 13515, المملكة العربية السعودية",Cheap,8.0,Coffee Shop, Café,,1,2
plus+,Coffee Shop,"Alaqiq district (Prince Mohammed Bin Saad Bin Abdulaziz Rd), الرياض 13515, المملكة العربية السعودية",Cheap,8.5,Coffee Shop,,,2,1
mustard,Burger Joint,"Prince Muhammad Ibn Saad Ibn Abdulaziz Rd., الرياض 13515, المملكة العربية السعودية",Cheap,6.1,Burger Joint,,,2,1
picoolo,Café,"الرياض 13515, المملكة العربية السعودية",Cheap,6.8,Café,,,2,1
pressed,"Sandwich Place, Juice Bar","الرياض 13515, المملكة العربية السعودية",Cheap,8.9,Sandwich Place, Juice Bar,,1,2
e creative cafee,Food Truck,"الرياض 13516, المملكة العربية السعودية",Cheap,7.7,Food Truck,,,2,1
xscoop,"Ice Cream Shop, Café, Bakery","Riyadh (البحر المتوسط), الرياض 13515, المملكة العربية السعودية",Cheap,8.0,Ice Cream Shop, Café, Bakery,0,3
fourteen cafe’,Coffee Shop,"الرياض 13515, المملكة العربية السعودية",Cheap,7.9,Coffee Shop,,,2,1
chocolate boutique,Dessert Shop,"King Fahad Rd (Prince Saud Bin Miqren Rd), الرياض, المملكة العربية السعودية",Cheap,8.2,Dessert Shop,,,2,1
on the go,Food Truck,"Prince Saud Bin Muhammad Rd, المملكة العربية السعودية",Cheap,6.0,Food Truck,,,2,1
gold&black,Café,"الرياض 13315, المملكة العربية السعودية",Cheap,7.3,Café,,,2,1
arc cafe specialty coffee,Coffee Shop,"Prince Saud Bin Muhammed Bin Miqren Rd, الرياض 13315, المملكة العربية السعودية",Cheap,9.0,Coffee Shop,,,2,1
opla,"Breakfast Spot, Café","Prince Mohammed Ibn Salman Rd, الرياض 13315, المملكة العربية السعودية",Cheap,8.3,Breakfast Spot, Café,,1,2
