name,categories,address,lat,lng,price,likes,photos,tips,rating,ratingSignals
Street Burger,"Food Truck, Burger Joint","مترو الرياض (العروبة), الرياض 12432, المملكة العربية السعودية",24.724319991600595,46.69940709530015,Cheap,24.0,106,7,6.8,33.0
حلويات الرياض كنافه نابلسية,Dessert Shop,"الامير ممدوح بن عبدالعزيز, الرياض, المملكة العربية السعودية",24.712099740965645,46.69678394126755,Cheap,5.0,16,2,6.4,9.0
فيلادا,"Food Truck, Creperie","تجمع الفود ترك - بجانب متحف مترو الرياض (King Fahad Beanch Road. طريق الملك فهد الفرعي), الرياض 13315, المملكة العربية السعودية",24.723638985626803,46.70020916624428,Cheap,22.0,38,10,7.8,28.0
Rawabi Al Arz Bakery (مخابز روابي الأرز),Bakery,المملكة العربية السعودية,24.711816751323692,46.69646785105292,Cheap,6.0,3,1,6.6,8.0
Steak House (ستيك هاوس),Restaurant,المملكة العربية السعودية,24.72305883213345,46.7399844017571,Moderate,8.0,22,1,8.1,8.0
Guthu Restaurant,Indian Restaurant,"Al Subewy St., الرياض, المملكة العربية السعودية",24.723137841980854,46.76265624552922,Moderate,30.0,11,10,5.6,61.0
KO SHI NA (كوشينا),"Italian Restaurant, Brazilian Restaurant, Seafood Restaurant","الرياض, المملكة العربية السعودية",24.72062968166473,46.77019169610279,Moderate,370.0,2187,189,6.8,636.0
Goozy,Middle Eastern Restaurant,"Khurais road, near IIS-Riyadh, Rawdah-1 (Exit 24), الرياض, المملكة العربية السعودية",24.719519016551978,46.76895697034424,Moderate,39.0,26,10,7.3,57.0
dr.CAFE COFFEE | د. كيف,"Café, Coffee Shop, Sandwich Place","Food Court - SHB (Al Hasan Bin Ali St.), الرياض 11566, المملكة العربية السعودية",24.72240923487815,46.77183746188869,Cheap,36.0,29,21,7.9,52.0
Starbucks (ستاربكس),Coffee Shop,"Jarir Riyadh-Khorais (Khurais Rd), الرياض 14212, المملكة العربية السعودية",24.722182,46.775212,Moderate,4181.0,11492,476,9.1,4902.0
Starbucks (ستاربكس),Coffee Shop,"Al Khaima Mall (Khurais Rd), الرياض 13211, المملكة العربية السعودية",24.723856,46.775181,Moderate,1242.0,5170,189,9.0,1453.0
Starbucks (ستاربكس),Coffee Shop,"Sulaiman Habib Hospital, الرياض, المملكة العربية السعودية",24.721325,46.774692,Cheap,299.0,638,21,8.9,346.0
Caribou Coffee (كاريبو كوفي),Coffee Shop,"Khuris Road, الرياض, المملكة العربية السعودية",24.72262582714208,46.77552281860488,Cheap,300.0,675,65,8.6,366.0
IHOP (آيهوب),"Breakfast Spot, American Restaurant","Khurais Road (Alkhaimah Center), الرياض 13211, المملكة العربية السعودية",24.723454627250252,46.7748686240999,Cheap,206.0,791,76,7.8,296.0
Dunkin' Donuts (دانكن دونتس),Donut Shop,"Khurais Rd., الرياض 14212, المملكة العربية السعودية",24.72245130277396,46.77486927454875,Cheap,283.0,647,44,8.6,346.0
Diplomat (الدبلوماسي),Dessert Shop,"Al Hasan Bin Ali St., الرياض, المملكة العربية السعودية",24.72345517679193,46.771528001649145,Cheap,638.0,216,119,9.1,759.0
Half Million (هاف مليون),Coffee Shop,"Khurais Road (Exit 13), الرياض 14212, المملكة العربية السعودية",24.722519,46.775249,Cheap,7.0,128,1,7.0,8.0
Anoosh (أنوش),Dessert Shop,"Khurais Rd. (Al Hasan Bin Ali St), الرياض, المملكة العربية السعودية",24.72249156818884,46.77492497828597,Cheap,216.0,212,51,9.0,255.0
Rose Sweets (حلويات روز),Dessert Shop,"AlHassan bin Ali St, الرياض, المملكة العربية السعودية",24.723684944419823,46.771360969531536,Cheap,62.0,31,12,8.2,76.0
Costa Coffee (كوستا كوفي),Coffee Shop,"Khurais Rd, الرياض, المملكة العربية السعودية",24.72085189790164,46.77472418392184,Cheap,6.0,34,3,6.2,15.0
Ben's Cookies (بنز كوكيز),Dessert Shop,"Khurais Rd, الرياض, المملكة العربية السعودية",24.72221156348617,46.77498416530123,Cheap,80.0,133,49,7.6,128.0
Carmey (كارميه),Dessert Shop,"حي الروضة (شارع الحسن بن علي), الرياض, المملكة العربية السعودية",24.723742833198205,46.771254438462016,Cheap,50.0,33,11,8.3,60.0
كنافة زمان,Dessert Shop,"الروضة (شارع الحسن بن علي), الرياض, المملكة العربية السعودية",24.72403588710856,46.77126463374016,Cheap,44.0,13,13,8.3,51.0
Big Tummy (بيج تامي),Dessert Shop,"الرياض 13211, المملكة العربية السعودية",24.723840502584675,46.77507109160746,Cheap,38.0,54,14,8.4,48.0
Del Monte,"Sandwich Place, Juice Bar","Khuris Rd., الرياض, المملكة العربية السعودية",24.72083209191296,46.77469447844679,Cheap,14.0,1,2,7.6,16.0
Subway (صب واي),"Sandwich Place, Fast Food Restaurant","Khurais Road (Khaled ibn alwaleed), الرياض, المملكة العربية السعودية",24.71990924511359,46.77367665674864,Cheap,6.0,5,1,7.4,9.0
Maqloba (مقلوبة),Restaurant,"طريق خريص (شارع بريده), الرياض 14212, المملكة العربية السعودية",24.72378562552045,46.77783250808716,Moderate,162.0,347,62,8.9,192.0
Forchetta (فوركيتا),Italian Restaurant,"Khurais Rd. (Buraidah St.), الرياض, المملكة العربية السعودية",24.724252359858127,46.778991581832216,Moderate,541.0,698,237,6.7,923.0
Albalad Restaurent,Middle Eastern Restaurant,"Khurais Branch Road (Buraidah), الرياض 14212, المملكة العربية السعودية",24.724321656565827,46.77851600203458,Moderate,55.0,205,34,5.8,119.0
KFC (كنتاكي),Fried Chicken Joint,المملكة العربية السعودية,24.72395142301405,46.775453295252746,Cheap,0.0,10,1,6.3,1.0
Gourmet Cafe,Coffee Shop,"Imam Al Shafe Street, الرياض 14222, المملكة العربية السعودية",24.719605,46.789281,Cheap,197.0,2621,32,8.7,216.0
Address Cafe (عنوان القهوة),Coffee Shop,"Al Imam Ash Shafii St, الرياض, المملكة العربية السعودية",24.72030365918428,46.7894054357106,Cheap,1227.0,6836,260,9.2,1424.0
Slider House (سلايدر هاوس),Burger Joint,"Imam Shafiyi St, الرياض 14212, المملكة العربية السعودية",24.719555,46.789282,Cheap,57.0,194,11,8.8,58.0
Address Cafe Drive Thru,Coffee Shop,"Imam Shafree Street, الرياض, المملكة العربية السعودية",24.7226359744715,46.787655060930824,Cheap,262.0,440,39,9.0,302.0
"Dest, Specialty Coffee",Coffee Shop,"شارع الامام الشافعي (خريص), الرياض 14221, المملكة العربية السعودية",24.723805,46.786608,Cheap,74.0,648,22,8.8,86.0
Hamburgini (هامبرغيني),"Burger Joint, Fast Food Restaurant","Al Imam Ash Shafii | طريق الامام الشافعي, الرياض, المملكة العربية السعودية",24.721885451274144,46.78812521603928,Cheap,792.0,196,232,8.4,1040.0
Non-Stop Breakfast,"Breakfast Spot, Coffee Shop","Imam Alshafiyi St (Prince Majed Bin Abdulaziz St), الرياض 14212, المملكة العربية السعودية",24.719306,46.789483,Cheap,16.0,27,5,7.9,16.0
Grill It (جريل ات),"BBQ Joint, Burger Joint, Shawarma Place","Imam Alshafi'i St (Khurais Rd), الرياض, المملكة العربية السعودية",24.7213250272172,46.788558880825214,Moderate,388.0,135,122,8.2,519.0
المذاق المنعش,Juice Bar,"الإمام الشافعي, الرياض 14221, المملكة العربية السعودية",24.723605,46.78675,Cheap,9.0,89,0,7.8,11.0
Domino's Pizza (دومينوز بيتزا),Pizza Place,"7017-7037 Al Imam Al Shafie St, Al Manar, الرياض 14221, المملكة العربية السعودية",24.721698,46.788439,Cheap,23.0,19,2,8.8,25.0
قهوة زحمه,Coffee Shop,"الرياض 14222, المملكة العربية السعودية",24.720699,46.789245,Cheap,18.0,297,10,6.0,33.0
برجر ١٢,Burger Joint,"حي المنار (شارع الامام الشافعي), الرياض 14221, المملكة العربية السعودية",24.721641,46.788363,Cheap,19.0,20,5,7.9,23.0
Black Barn (بلاك بارن),Burger Joint,"طريق الإمام الشافعي, الرياض 14221, المملكة العربية السعودية",24.722642,46.787696,Cheap,19.0,98,14,7.8,17.0
Baskin-Robbins,Ice Cream Shop,"Imam Al Shafee St., الرياض 14212, المملكة العربية السعودية",24.721460423364228,46.788484492979784,Cheap,56.0,29,6,8.4,67.0
Manoosha (منؤشة),Middle Eastern Restaurant,"شارع الامام الشافعي, الرياض, المملكة العربية السعودية",24.722337819995904,46.787861534900806,Moderate,129.0,55,33,7.6,171.0
Sense Cafe,Café,"Imam Al Shafiyi Street, الرياض, المملكة العربية السعودية",24.720525329846417,46.789137710477505,Cheap,57.0,143,21,6.7,82.0
Broasted Al Corniche (بروستد الكورنيش),Fried Chicken Joint,"Al Shafaee St., الرياض, المملكة العربية السعودية",24.72241419244133,46.78770890973073,Cheap,142.0,48,35,7.8,182.0
dominos pizza (دومينز بيتزا),Pizza Place,المملكة العربية السعودية,24.721809257973515,46.78819277549369,Cheap,20.0,14,0,7.4,27.0
Midan Alshamm (ميدان الشام),Middle Eastern Restaurant,"7017 Al Imam Ash Shafii, Al Manar, Riyadh 14221, الرياض, المملكة العربية السعودية",24.721778705474954,46.788267142947575,Moderate,22.0,5,11,7.7,27.0
Quiznos (كويزنوز),Sandwich Place,"Imam Al Shafee St., الرياض, المملكة العربية السعودية",24.72201555699939,46.7881304111866,Cheap,26.0,18,9,6.3,43.0
Stone Burger (ستون برجر),Burger Joint,"Al Imam Ash Shafii (Ash Shaikh Muhammad as Salih al Muqbal), الرياض, المملكة العربية السعودية",24.722739266733903,46.78750332983957,Cheap,26.0,39,15,6.3,44.0
Burgy The Real Burger,"Burger Joint, American Restaurant","Al-Manar (Emam Al-Shafaie), الرياض, المملكة العربية السعودية",24.721579707863732,46.788335487748405,Cheap,94.0,171,63,6.1,165.0
Pizza Hut,Pizza Place,"Al Shafaee St., الرياض, المملكة العربية السعودية",24.722159394280947,46.78800299193228,Cheap,16.0,27,6,5.8,32.0
لقيمات ومصابيب,Dessert Shop,"الرياض, المملكة العربية السعودية",24.72307161488588,46.787335831462144,Cheap,12.0,16,3,7.3,15.0
تسالي فهد,Fast Food Restaurant,"شارع أبي  العتاهيه, الرياض, المملكة العربية السعودية",24.723825988746995,46.79764537119197,Cheap,7.0,7,0,8.2,9.0
Auber CAFE,Café,"ابن النفيس، المنار، الرياض (ابي العتاهية), الرياض 14222, المملكة العربية السعودية",24.724007,46.797153,Cheap,5.0,3,0,6.5,8.0
dr.CAFE COFFEE,Coffee Shop,"Imam Shafie Road, Riyadh 11566, المملكة العربية السعودية",24.720491645748982,46.78919434547424,Cheap,0.0,1,0,7.9,0.0
Nespresso,Coffee Shop,"الرياض, المملكة العربية السعودية",24.719755946502232,46.81991804408669,Cheap,4.0,6,0,7.9,5.0
Pizza Hut (بيتزا هت),Pizza Place,"Khurais Road. (Salman Al Farsi St.), الرياض, المملكة العربية السعودية",24.724138955671147,46.819818727547066,Cheap,6.0,4,1,7.1,8.0
Al-Afandi Broasted (بروستد الأفندي),Fried Chicken Joint,"An Nasim (سعد بن وقاص), الرياض, المملكة العربية السعودية",24.72362160163148,46.822687885397606,Cheap,167.0,31,45,8.2,215.0
McDonald's,Fast Food Restaurant,"حي النسيم (حسان بن ثابت), الرياض, المملكة العربية السعودية",24.72337790612885,46.8345338975592,Cheap,5.0,1,0,6.9,10.0
4TWINS Coffee & Sweet,"Food Truck, Dessert Shop, Coffee Shop","Khurais Branch Rd (Ibrahim Ibn Isa), الرياض 13211, المملكة العربية السعودية",24.69422996769231,46.79477356746392,Cheap,46.0,63,11,7.8,65.0
The Crep House,Restaurant,"الرياض, المملكة العربية السعودية",24.720011,46.843407,Moderate,6.0,3,1,6.8,9.0
Tea Banda,Tea Room,"سد صفار, الرياض 13731, المملكة العربية السعودية",24.725553,46.55498400000001,Moderate,17.0,111,2,8.6,19.0
ice cream station,"Ice Cream Shop, Food Truck","الرياض 12572, المملكة العربية السعودية",24.726809,46.584094,Cheap,7.0,15,1,7.4,7.0
Angelina,"French Restaurant, Lounge, Diner","Diriyah Oasis, الرياض 13711, المملكة العربية السعودية",24.728194,46.581713,Expensive,4.0,229,9,6.0,49.0
Dunkin' Doun,Donut Shop,المملكة العربية السعودية,24.728399615642825,46.584000765835285,Cheap,9.0,8,0,6.6,12.0
dr.CAFE COFFEE,Café,"College Of Engineering (KSU), الرياض, المملكة العربية السعودية",24.72823350111637,46.610683207319795,Cheap,5.0,0,2,7.4,6.0
WAYNE’S COFFEE,Café,"King Saudi University Colleges Of Business Administration, الرياض 12372, المملكة العربية السعودية",24.72644,46.618848,Cheap,7.0,15,2,6.8,9.0
كرك الهندسة,Café,"الرياض 12372, المملكة العربية السعودية",24.7230569641758,46.61825827127077,Cheap,10.0,10,3,7.5,11.0
Starbucks,Coffee Shop,"الرياض 12372, المملكة العربية السعودية",24.722232,46.619003,Cheap,0.0,2,0,8.3,0.0
Caribou Coffee,Coffee Shop,"الرياض 12372, المملكة العربية السعودية",24.728973,46.62368,Cheap,13.0,12,1,7.7,15.0
Fatburger,Burger Joint,المملكة العربية السعودية,24.72571681413716,46.63335591378382,Cheap,0.0,0,0,6.6,0.0
Dunkin’ Donuts - College Of Science,Donut Shop,"الرياض 12371, المملكة العربية السعودية",24.724515,46.63654,Cheap,0.0,0,0,8.3,0.0
Dr. CAFE COFFEE (د.كيف),Café,"College Of Arts, المملكة العربية السعودية",24.72799395477141,46.63348438396346,Cheap,18.0,19,5,6.5,30.0
Java Time,Café,"College Of Law And Political Science (KSU), الرياض 12371, المملكة العربية السعودية",24.72934200000001,46.631967,Cheap,0.0,2,0,8.2,0.0
dr. CAFE COFFEE,Coffee Shop,"College of Law and Political Science, المملكة العربية السعودية",24.729258907709504,46.632349119766594,Cheap,30.0,15,12,8.0,36.0
Sugar Sprinkles,Cupcake Shop,"King Saud University (Turki Alawal), الرياض 11564, المملكة العربية السعودية",24.728077,46.635136,Moderate,9.0,9,0,7.9,9.0
Dunkin',Donut Shop,"King Saud University, الرياض, المملكة العربية السعودية",24.72772638198616,46.63424590769171,Cheap,71.0,149,14,7.4,89.0
Caribou Coffee (كاريبو كوفي),"Coffee Shop, Corporate Coffee Shop","Building 20 - مبنى إدارة الجامعة, الرياض 12371, المملكة العربية السعودية",24.728127,46.637706,Cheap,8.0,44,0,8.3,11.0
