name,categories,address,lat,lng,price,likes,photos,tips,rating,ratingSignals
Canton,Chinese Restaurant,"Kingdom Mall, الرياض, المملكة العربية السعودية",24.712538581008392,46.67458699721057,Cheap,1.0,2,5,5.1,9.0
Carmey,Dessert Shop,"العروبة (جنب ستاربكس), الرياض, المملكة العربية السعودية",24.71461559488875,46.67753525664092,Cheap,15.0,10,2,6.5,24.0
Tokyo (طوكيو),"Japanese Restaurant, Sushi Restaurant","Oruba Rd., الرياض 11323, المملكة العربية السعودية",24.718337842604026,46.686787605285645,Expensive,4819.0,6976,1335,8.9,6245.0
Burj Al Hamam (برج الحمام),"Lebanese Restaurant, Middle Eastern Restaurant","Orouba St., الرياض, المملكة العربية السعودية",24.71896225223061,46.68788847170945,Moderate,1073.0,525,276,8.3,1380.0
The Real Burger,Burger Joint,"Alurobah (Sabeh), الرياض 12252, المملكة العربية السعودية",24.719115,46.68757100000001,Cheap,30.0,62,10,7.7,46.0
Al Karamah Sweets (حلويات الكرامة),Dessert Shop,"Al Arouba St - طريق العروبة (طريق الملك عبدالعزيز), الرياض, المملكة العربية السعودية",24.71910333467728,46.6882577959768,Cheap,313.0,171,115,8.9,359.0
Java Time,Coffee Shop,المملكة العربية السعودية,24.717695865490896,46.688420017645825,Cheap,3.0,0,0,7.7,4.0
Domino's Pizza (دومينوز بيتزا),Pizza Place,"Al Ueouba St., الرياض, المملكة العربية السعودية",24.718427313465018,46.686126728357706,Cheap,67.0,42,10,7.9,91.0
ابو شاكر,"Juice Bar, Dessert Shop",المملكة العربية السعودية,24.710844759442573,46.693802953345575,Cheap,33.0,34,6,8.0,40.0
Kudu (كودو),"Fast Food Restaurant, Sandwich Place, Breakfast Spot","Mamdouh Bin Abdulaziz St. (King Abdulaziz Road), الرياض, المملكة العربية السعودية",24.710737130440545,46.69369340033618,Cheap,53.0,44,11,6.1,88.0
Starbucks (ستاربكس),Coffee Shop,"King Abdulaziz-Drive Thru, الرياض 12223, المملكة العربية السعودية",24.715931,46.695827,Cheap,130.0,994,14,9.2,139.0
COYARD Coffee Roasters (كويارد),Coffee Shop,"King Abdulaziz Rd. (King Abdulaziz Rd.), الرياض 12431, المملكة العربية السعودية",24.714793,46.698138,Cheap,1507.0,8865,423,9.1,1901.0
Dunkin' Donuts (دانكن دونتس),Donut Shop,"King Abdulaziz Rd. (Orouba Rd), الرياض, المملكة العربية السعودية",24.71729982090377,46.694940604097134,Cheap,231.0,263,31,8.5,284.0
Copper Chandni (كوبر شندني),Indian Restaurant,"King Abdulaziz Rd, الرياض, المملكة العربية السعودية",24.71525106756545,46.69760246385952,Moderate,467.0,366,175,7.0,754.0
Nook Cafe (نوك كافيه),Café,"King Abdulaziz Rd, الرياض 12245, المملكة العربية السعودية",24.714196366499692,46.6979577342851,Cheap,86.0,348,36,6.3,161.0
Burj Alkabab (برج الكباب),Diner,"King Abdulaziz Rd, الرياض 11341, المملكة العربية السعودية",24.7152429341294,46.69663353704134,Cheap,128.0,87,39,7.7,180.0
LOlivo (شجرة الزيتون),"Italian Restaurant, Sandwich Place, Snack Place","mamdouh bin abdulaziz street, الرياض, المملكة العربية السعودية",24.712553,46.69848,Moderate,88.0,100,52,8.5,123.0
HASEEL (حسيل للمشاوي),"Middle Eastern Restaurant, Butcher","شارع الامير ممدوح بن عبدالعزيز - السليمانية (King Abdulaziz Rd), الرياض, المملكة العربية السعودية",24.71118757620767,46.69480075489288,Moderate,127.0,45,27,8.2,157.0
AL TYSEER (مطعم التيسير),Restaurant,"Prince Mamdoh Bin Abdulaziz St, الرياض, المملكة العربية السعودية",24.711593804334804,46.69730728241312,Moderate,58.0,42,20,8.3,72.0
مخبز الفرن المديني,Bakery,"الرياض, المملكة العربية السعودية",24.711267170996265,46.69729456700557,Cheap,71.0,23,20,8.4,82.0
Sunrise Restaurant,Breakfast Spot,"الرياض, المملكة العربية السعودية",24.710302,46.697968,Cheap,6.0,8,3,6.3,11.0
Abo Anas Sweets (حلويات أبو أنس),Dessert Shop,"Prince Mamdouh Bin Abdulaziz, الرياض, المملكة العربية السعودية",24.711049104122864,46.69462156592518,Cheap,19.0,16,8,7.4,25.0
Abu Ghassan (ابو غسان),"Breakfast Spot, Falafel Restaurant","عبدالله بن رواحة، As Sulimaniyah, Riyadh 11432, الرياض 12242, المملكة العربية السعودية",24.70749522583493,46.69913934802825,Cheap,37.0,56,27,7.7,50.0
Krispy Kreme (كرسبي كريم),"Donut Shop, Coffee Shop","Prince Mamdouh St, الرياض, المملكة العربية السعودية",24.71182041357655,46.697055446155865,Cheap,52.0,55,11,7.7,70.0
Harraq Osbaoo (حراق اصبعو),Middle Eastern Restaurant,المملكة العربية السعودية,24.712092,46.697278999999995,Moderate,28.0,43,16,7.4,42.0
حلواني ألفت,Bakery,المملكة العربية السعودية,24.711759917505088,46.69719910756773,Cheap,6.0,2,2,6.9,8.0
Meshwar AlAseel (مشوار الأصيل),Restaurant,"الرياض, المملكة العربية السعودية",24.708690886092075,46.69849652445429,Moderate,6.0,7,4,6.6,8.0
Damascus Gate Resturant (مطعم بوابة دمشق),Middle Eastern Restaurant,"Al-Sulaimaniyah, الرياض, المملكة العربية السعودية",24.7100128514759,46.69795710952476,Moderate,10.0,47,21,5.2,24.0
Indian Style,Indian Restaurant,"الرياض 13211, المملكة العربية السعودية",24.716789,46.764425,Moderate,12.0,59,4,7.1,22.0
Kebab Sultani (الكباب السلطاني),Turkish Restaurant,"Ar Rawdah (Khurais Road), الرياض 13211, المملكة العربية السعودية",24.71671351657333,46.764644863703616,Moderate,104.0,169,87,5.3,220.0
نخبة القهوة Elite Cafe,Coffee Shop,"حي الريان (شارع الامير ماجد), الرياض 14211, المملكة العربية السعودية",24.708875890225855,46.77382728489246,Cheap,15.0,26,9,6.5,24.0
ديوانج Diwang,Restaurant,"Al-Rayan District (Prince Majed Bin Abdulaziz Rd), الرياض 14212, المملكة العربية السعودية",24.714578,46.783334,Moderate,9.0,15,2,8.3,14.0
Bella Cafè (بيلا كافيه),"Café, Coffee Shop","Prince Majed Bin Abdulaziz (Prince Majed Bin Abdulaziz), الرياض 14212, المملكة العربية السعودية",24.714542199981235,46.78288564351619,Cheap,9.0,1,1,6.8,13.0
Star Beach café,Coffee Shop,المملكة العربية السعودية,24.71535418346377,46.78412948542464,Cheap,13.0,11,4,6.2,19.0
Coffee Trees (أشجار البن),Coffee Shop,"Buraida St, الرياض 14212, المملكة العربية السعودية",24.716467,46.784727,Cheap,19.0,136,6,8.7,13.0
تسالي,Fast Food Restaurant,"الرياض, المملكة العربية السعودية",24.71510850989826,46.78573873726817,Cheap,14.0,10,3,7.4,18.0
McDonald's,Fast Food Restaurant,"الرياض, المملكة العربية السعودية",24.71570273939327,46.79004206103917,Cheap,3.0,2,0,7.0,4.0
Starbucks,Coffee Shop,"الرياض 14222, المملكة العربية السعودية",24.716156748534907,46.79299123574873,Cheap,30.0,84,9,8.4,36.0
Thai Thai Seafood,Thai Restaurant,"الرياض 2841, المملكة العربية السعودية",24.717253253719697,46.79110574745733,Moderate,52.0,35,17,7.1,81.0
Herfy (هرفي),Fast Food Restaurant,"الرياض 3345, المملكة العربية السعودية",24.71584183318749,46.80037951331162,Cheap,125.0,38,15,7.8,173.0
"Tutti Cafe , Family section",Café,"Prince Mohammed Ibn Abdulaziz St (king Fahad Road), الرياض, المملكة العربية السعودية",24.715009461744337,46.79809675959827,Cheap,5.0,11,5,7.2,8.0
Chicken Run (تشكن رن),Fried Chicken Joint,"طريق الإمام الشافعي, الرياض 14212, المملكة العربية السعودية",24.713999,46.793402,Cheap,10.0,22,5,8.1,12.0
شاورما كزار,Turkish Restaurant,"Alsalam (Ahmed bin hanbal), الرياض, المملكة العربية السعودية",24.716047,46.80038,Moderate,8.0,5,2,6.7,11.0
Taj - Indian Restaurant,Indian Restaurant,"Al Manar District, الرياض, المملكة العربية السعودية",24.71740224229593,46.80184364318848,Moderate,5.0,2,1,5.3,13.0
Ghwan Cafe,Café,"الرياض, المملكة العربية السعودية",24.717782999999997,46.80334600000001,Cheap,8.0,9,2,7.3,10.0
Noodle Box (نودل بوكس),Chinese Restaurant,"Al Imam Ash Shafii (Al-Imam Ahmad Bin Hanbal), الرياض, المملكة العربية السعودية",24.71282540852575,46.794188679089906,Cheap,22.0,18,13,6.1,36.0
PUREGER,"Food Truck, Burger Joint","Northern Ring Rd, الرياض, المملكة العربية السعودية",24.749883321786147,46.80575086338626,Cheap,46.0,12,19,8.7,56.0
Dr. Cafe (د. كيف),Coffee Shop,"الرياض, المملكة العربية السعودية",24.71629292119187,46.81498083037782,Cheap,15.0,6,6,7.5,21.0
فلافل الشام,Falafel Restaurant,المملكة العربية السعودية,24.716795953626075,46.85296821239871,Cheap,45.0,6,0,8.3,57.0
McDonald's (ماكدونالدز),Fast Food Restaurant,"King Khalid Road (Abdulaziz Bin Thunayan St.), الرياض, المملكة العربية السعودية",24.723459976818393,46.601320048772976,Cheap,571.0,550,65,8.5,749.0
McCafé,Coffee Shop,"King Khaled Road, الرياض 12571, المملكة العربية السعودية",24.72383,46.601304,Cheap,11.0,33,1,8.4,11.0
Noon,Deli / Bodega,"الرياض, المملكة العربية السعودية",24.7242824253223,46.60254088640879,Cheap,6.0,6,7,7.1,8.0
dr. CAFE COFFEE,Coffee Shop,"2543, الرياض 12372, المملكة العربية السعودية",24.723433,46.616344,Cheap,1.0,0,0,7.4,1.0
Dr.cafe | College Of Engineering,Coffee Shop,"College Of Engineering, الرياض, المملكة العربية السعودية",24.72308041020897,46.6172724446714,Cheap,14.0,6,25,7.0,21.0
dr.CAFE COFFEE | د. كيف,"Coffee Shop, Café, Sandwich Place","Science College - KSU (King Abdullah Road), الرياض 11566, المملكة العربية السعودية",24.72148552499804,46.6183258750109,Cheap,18.0,11,15,7.1,24.0
Kudu (كودو),Sandwich Place,"King Saud University, الرياض, المملكة العربية السعودية",24.720660397229643,46.619225442665005,Cheap,16.0,7,5,5.2,38.0
Starbucks - KSU,Coffee Shop,"الرياض 12372, المملكة العربية السعودية",24.72249536548944,46.619226363962795,Cheap,20.0,57,2,5.9,33.0
dr.CAFE COFFEE | د. كيف,"Coffee Shop, Café, Sandwich Place","Computer College - KSU (King Abdullah Road), الرياض 11566, المملكة العربية السعودية",24.723008060499662,46.6197535812301,Cheap,30.0,18,20,8.5,39.0
Pizza Hut Delivery (PHD) بيتزا هت,Pizza Place,"King Abdullah Rd., الرياض, المملكة العربية السعودية",24.721030471236485,46.62132240988864,Cheap,9.0,10,1,6.8,12.0
Starbucks,Coffee Shop,"ممر الجامعة (قبل كلية الحاسب يسار), الرياض 12372, المملكة العربية السعودية",24.722693,46.61939,Cheap,0.0,1,0,8.3,0.0
Croissant Cafe,Coffee Shop,"جامعه الملك سعود (جوار مكتبة الامير سلمان), الرياض, المملكة العربية السعودية",24.72105237190009,46.62129403101302,Cheap,6.0,12,3,6.8,9.0
Forestway,"Coffee Shop, Forest","حي الرائد سكن هيئة اعضاء تدريس جامعة الملك سعود (شارع ١٢), الرياض 12372, المملكة العربية السعودية",24.721167,46.63294000000001,Cheap,7.0,6,2,6.6,12.0
Bunch Coffee,Coffee Shop,"King Saud University (Girls Campus , Building 6), الرياض 12371, المملكة العربية السعودية",24.723376,46.636783,Cheap,6.0,7,6,7.7,9.0
Caribou Coffee (كاريبو كوفي),Coffee Shop,"KSU (College of Medicine), المملكة العربية السعودية",24.72405740584143,46.63801785700801,Cheap,119.0,102,31,7.4,163.0
كاريبو,Coffee Shop,"الرياض 12371, المملكة العربية السعودية",24.72415100000001,46.638075,Cheap,1.0,0,0,7.9,1.0
Coffee Day يوم القهوة,Coffee Shop,"King Saud University CCIS, الرياض, المملكة العربية السعودية",24.723408831538467,46.636739732687005,Cheap,7.0,6,0,6.3,11.0
Broccoli pizza & Pasta,Restaurant,"الرياض, المملكة العربية السعودية",24.723426999999997,46.636727,Moderate,9.0,4,2,5.6,17.0
Dhahia Juice (عصير الضاحية),Juice Bar,"Prince Turki Al Awwal Rd., الرياض, المملكة العربية السعودية",24.723078667072052,46.645691313689355,Cheap,1574.0,5252,233,9.2,1840.0
Masami Sushi (مسامي سوشي),Sushi Restaurant,"Prince Turki Bin Abdulaziz Al Awal Road, الرياض, المملكة العربية السعودية",24.723247,46.645712,Moderate,531.0,2533,150,8.3,730.0
Roberts Boutique (روبرتس بوتيك),"Burger Joint, Fast Food Restaurant","King Abdullah Rd (TURKI BIN ABDELAZIZ), الرياض, المملكة العربية السعودية",24.720502,46.647592,Cheap,487.0,458,184,7.8,719.0
Dunkin' Donuts (دانكن دونتس),Donut Shop,"King Abdullah Rd. (Turki Bin Abdulaziz St.), الرياض, المملكة العربية السعودية",24.72021413858939,46.647284989760024,Cheap,646.0,532,65,8.6,781.0
Pizza Hut (بيتزا هت),Pizza Place,"Prince Turki Bin Abdulaziz Al-Awwal Rd. (King Abdullah Rd.), الرياض, المملكة العربية السعودية",24.721842460868157,46.646462469162046,Cheap,55.0,43,17,6.3,102.0
WOKKONG,Noodle House,"الرياض 12344, المملكة العربية السعودية",24.719900560374032,46.64728132974813,Cheap,20.0,11,2,8.1,23.0
Sanabel Al Salam (سنابل السلام),Dessert Shop,"طريق الامير تركي تقاطع الملك عبدالله, المملكة العربية السعودية",24.722224591688253,46.64635273330062,Cheap,11.0,4,2,6.6,15.0
خبز و نواشف (خبز ونواشف),Breakfast Spot,"King Abdullah St (Prince Tutki 1st St), الرياض, المملكة العربية السعودية",24.72048904030916,46.64751551337389,Cheap,318.0,496,177,6.2,496.0
Karak Fayrouz Café (مقهى كرك فيروز),Café,"Prince Turki Bin Abdulaziz Al-Awwal Rd (King Abdullah Rd), Riyadh, المملكة العربية السعودية",24.71975357725525,46.6475261730658,Cheap,368.0,174,98,7.4,489.0
Panini (بانيني),Italian Restaurant,"الرياض 7881, المملكة العربية السعودية",24.71980475800117,46.647427113177315,Moderate,6.0,20,3,6.0,10.0
Candolla Sweets (حلويات كاندولا),Dessert Shop,"King Abdullah Rd (Turki bin Abdulaziz), الرياض, المملكة العربية السعودية",24.720496751780036,46.647812572383394,Cheap,33.0,38,12,7.8,42.0
TAM CAFE,Café,"Prince Turki Bin Abdulaziz Al Awal Road, الرياض, المملكة العربية السعودية",24.723049464533247,46.64569859874205,Cheap,31.0,79,20,6.9,50.0
Flavée,"Bakery, Sandwich Place","الرياض 12344, المملكة العربية السعودية",24.720367,46.647525,Cheap,5.0,17,4,6.9,8.0
Les jours de joie,Dessert Shop,"Prince Turki Bin Abdulaziz Al-Awwal St. (King Abdullah Rd.), الرياض, المملكة العربية السعودية",24.72201656137113,46.64636850672128,Cheap,15.0,13,4,6.5,21.0
Boost Juice,Juice Bar,"Al-Muhammadiyah (Prince Turki Bin Abdulaziz Al Awwal), الرياض 12362, المملكة العربية السعودية",24.723784,46.645556,Cheap,10.0,91,5,7.9,14.0
Shilz (شلز),Dessert Shop,"طريق الملك عبدالله (بجانب حلويات الدبلوماسي), الرياض, المملكة العربية السعودية",24.721305227425297,46.649487145078886,Cheap,395.0,162,79,8.9,463.0
RUSH,Coffee Shop,"Prince Turki Bin Abdulaziz Al Awal St., الرياض 12362, المملكة العربية السعودية",24.723679,46.645571,Cheap,48.0,581,26,6.3,89.0
Diplomat Sweets (حلويات الدبلوماسي),"Dessert Shop, Bakery","King Abdullah Rd., الرياض 11523, المملكة العربية السعودية",24.7214759808402,46.64971792052284,Moderate,599.0,175,88,9.0,710.0
Grill It (جريل ات),Fast Food Restaurant,"Prince Turki Alawal (King Abdullah St.), الرياض, المملكة العربية السعودية",24.72390132169651,46.645432730944776,Cheap,220.0,132,56,8.0,312.0
Herfy (هرفي),Fast Food Restaurant,"King Abdullah Road (Prince Turki Bin Abdulaziz alwal st), الرياض, المملكة العربية السعودية",24.72258092686533,46.65048676337896,Cheap,75.0,23,4,7.2,111.0
Burgeronomy,Burger Joint,"برجرونومي (King Abdullah Rd.), الرياض 12344, المملكة العربية السعودية",24.72175494737803,46.6492311799888,Cheap,93.0,25,14,7.6,114.0
Q chocolate,Dessert Shop,"التخصصي, الرياض, المملكة العربية السعودية",24.722178475190148,46.65148833390982,Cheap,147.0,34,39,8.2,187.0
تسعه وعشرين (29 Cafe),Coffee Shop,"King Abdullah Rd., الرياض 12344, المملكة العربية السعودية",24.72223084491015,46.65163164800674,Cheap,319.0,853,125,7.0,490.0
Forsan Kitchen,Restaurant,"الرياض 12362, المملكة العربية السعودية",24.723834,46.645429,Moderate,16.0,39,3,8.4,20.0
Domino's Pizza (دومينوز بيتزا),Pizza Place,"King Abdullah Rd., الرياض 12344, المملكة العربية السعودية",24.722163,46.649663,Cheap,124.0,57,22,8.3,158.0
Black & Yellow Chocolate,Dessert Shop,"الرياض, المملكة العربية السعودية",24.72213650427649,46.65013728314985,Cheap,26.0,32,5,7.4,38.0
That,Dessert Shop,"King Abdullah street next to Shilz (King Abdullah), Riyadh 11564, المملكة العربية السعودية",24.72129,46.649456,Cheap,13.0,19,2,8.0,16.0
ALOSTOOL (الأسطول),Turkish Restaurant,"الرياض, المملكة العربية السعودية",24.72256655551541,46.65087769210984,Moderate,59.0,26,15,7.6,81.0
Coki&Cup,Dessert Shop,"الرياض 00966, المملكة العربية السعودية",24.72223207778215,46.65006201873835,Cheap,16.0,14,3,7.5,18.0
UMAI,Restaurant,"الرياض 12362, المملكة العربية السعودية",24.723549,46.645496,Moderate,12.0,26,7,6.9,17.0
جان برغر,Burger Joint,المملكة العربية السعودية,24.72173226326734,46.64916293198167,Cheap,6.0,8,0,5.9,11.0
Baskin-Robbins,Ice Cream Shop,"King Abdullah Rd., المملكة العربية السعودية",24.72299487518081,46.651963725954936,Cheap,51.0,18,7,8.4,61.0
PetitCake (الكيكة الصغيرة),Dessert Shop,"King Abdullah Road (Takhasusi Road), الرياض, المملكة العربية السعودية",24.722972471472943,46.6518976922903,Cheap,20.0,10,21,7.1,27.0
One O One (ون اوْ ون),"Fast Food Restaurant, American Restaurant","King Abdullah Rd (Al Takhassusi St), الرياض, المملكة العربية السعودية",24.723195804047283,46.65222649099481,Moderate,800.0,1330,224,8.9,1041.0
BLAC. (بلك),New American Restaurant,"Takhassusi St., الرياض 12344, المملكة العربية السعودية",24.721513,46.655835,Expensive,6486.0,11772,1050,7.7,5559.0
Sultan Coffee (سلطان القهوة),Coffee Shop,"Takhassusi St. شارع التخصصي (King Abdullah Rd), الرياض, المملكة العربية السعودية",24.721187637647525,46.65608559254417,Moderate,588.0,678,118,8.6,717.0
Alhatab Bakery (Alhatab Bakery أفران الحطب),Bakery,"التخصصي (Takhasousi St.), الرياض 12344, المملكة العربية السعودية",24.72141100078633,46.656002177011615,Cheap,133.0,221,16,9.1,153.0
Tareeb Resturant مطعم طريب,Middle Eastern Restaurant,"king Abdulah st (Takasusi st), الرياض 7986, المملكة العربية السعودية",24.723899979176743,46.65578891444056,Moderate,115.0,108,31,7.4,170.0
November Coffee,Coffee Shop,"Takhassusi Street, الرياض 12345, المملكة العربية السعودية",24.720187,46.65700800000001,Cheap,22.0,46,16,8.7,31.0
D O C E   دوسي,Dessert Shop,"King Abdullah Rd (Takhassusi St), الرياض 12362, المملكة العربية السعودية",24.723663364177128,46.65359513781339,Cheap,19.0,23,3,8.1,23.0
Costa Coffee (كوستا كوفي),Coffee Shop,"Dr Sulaiman Al Habib Medical Center, Basement 1 (Al Takhasusi), الرياض, المملكة العربية السعودية",24.71915452653532,46.65686109010228,Cheap,38.0,62,14,6.5,58.0
Hashim Restaurant (مطعم هاشم),Falafel Restaurant,"طريق الملك عبدالله (مقابل بندة), الرياض, المملكة العربية السعودية",24.7235181827258,46.65345783657737,Cheap,199.0,83,45,7.9,265.0
Kudu (كودو),"Fast Food Restaurant, Sandwich Place","Takhasussi St. (King Abdullah Rd.), الرياض, المملكة العربية السعودية",24.72402730307077,46.65403447154648,Cheap,96.0,70,31,7.1,145.0
Glacage,Cupcake Shop,"Takhassusi St. (King Abdullah Rd.), الرياض, المملكة العربية السعودية",24.722758793228067,46.65539065279273,Moderate,51.0,60,21,8.5,70.0
Manoosha (منؤشة),Middle Eastern Restaurant,"Altakhassusi St. (at King Abdullah Rd), الرياض, المملكة العربية السعودية",24.724228222379523,46.65406112354292,Moderate,239.0,82,49,8.5,302.0
انفاس العود لاونج,Café,"شارع التخصصي (حي الرحمانيه), الرياض 12344, المملكة العربية السعودية",24.721257,46.655605,Cheap,8.0,26,3,7.8,10.0
Diet Center Al Habib Hospital,Café,"الرياض, المملكة العربية السعودية",24.719217610996388,46.65699357619293,Cheap,7.0,13,5,5.6,15.0
Synphytun Chocolate,Dessert Shop,"الرياض, المملكة العربية السعودية",24.72318098104144,46.652386393398,Cheap,10.0,12,2,8.3,10.0
Lavender,Dessert Shop,"Altakhasossi, الرياض, المملكة العربية السعودية",24.72308793231812,46.65524291441754,Cheap,53.0,22,6,7.4,72.0
Saadeddin Pastry (حلويات سعد الدين),Dessert Shop,"Takhassusi St., الرياض, المملكة العربية السعودية",24.722660222561732,46.65548050044427,Cheap,145.0,52,21,7.3,203.0
Grand Valeria Lounge (جراند ڤاليريا لاونج),"Café, Lounge","Takhassusi St. (King Abdullah Road), الرياض 12344, المملكة العربية السعودية",24.721553706512125,46.65568598288806,Cheap,142.0,738,53,6.6,221.0
أنفاس العود,Coffee Shop,"الرياض 12344, المملكة العربية السعودية",24.721473,46.655973,Cheap,23.0,45,6,8.4,23.0
Test:,Coffee Shop,"الرياض 13713, المملكة العربية السعودية",24.721454,46.655932,Cheap,1.0,0,1,4.4,20.0
Such,Coffee Shop,"Moon Tower (King Fahad Street), الرياض 12341, المملكة العربية السعودية",24.719099,46.668264,Cheap,45.0,240,14,8.0,59.0
dr.CAFE COFFEE | د. كيف,Coffee Shop,"Al Wurud (King Fahad Road), Riyadh 12216, المملكة العربية السعودية",24.722025388009076,46.66753705714034,Cheap,206.0,156,60,8.6,263.0
Costa Coffee (كوستا كوفي),Coffee Shop,"King Fahd Rd (King Abdullah Rd), الرياض, المملكة العربية السعودية",24.72360771569961,46.66470149723165,Cheap,58.0,111,5,7.4,82.0
Golden Brasil Coffee,Coffee Shop,"الرياض 12343, المملكة العربية السعودية",24.723722,46.66495,Cheap,8.0,12,6,7.7,12.0
Coffee Day,Café,"King fahad road, المملكة العربية السعودية",24.721842513499087,46.666863300395384,Cheap,9.0,7,4,7.2,12.0
مطعم مراكش,Moroccan Restaurant,"King Fahad Rd, الرياض, المملكة العربية السعودية",24.72175232355147,46.66737251837205,Moderate,15.0,22,17,8.0,23.0
تحالف القهوة,Coffee Shop,"الرياض 12253, المملكة العربية السعودية",24.72431433992953,46.669937026550166,Cheap,42.0,235,8,7.3,61.0
ابو نعمان,Breakfast Spot,المملكة العربية السعودية,24.72277329861719,46.67335668439558,Cheap,14.0,6,0,8.0,16.0
Signature Lounge (سقنتشر لونج),"Lounge, Café","مجمع العليا افينيو, الرياض, المملكة العربية السعودية",24.715025317416444,46.672323222905035,Expensive,232.0,243,125,5.6,442.0
Subway (صب واي),"Sandwich Place, American Restaurant","Kingdom Mall, الرياض, المملكة العربية السعودية",24.71252434132133,46.67445916863776,Cheap,20.0,15,5,7.0,26.0
McDonald's ماكدونالدز,Fast Food Restaurant,"Kingdom Centre Food Court (Olaya St.), الرياض, المملكة العربية السعودية",24.712432796473266,46.67339865846693,Cheap,7.0,14,4,7.3,10.0
al yasmine (الياسمين),Middle Eastern Restaurant,"Kingdom Center, المملكة العربية السعودية",24.712664902879947,46.67459461495033,Moderate,7.0,9,7,7.3,11.0
Shayah شايه,Middle Eastern Restaurant,"Kingdom Centre, الرياض, المملكة العربية السعودية",24.71255096070612,46.67447339987415,Moderate,18.0,16,3,6.7,26.0
Sugar Sprinkles (شوقر سبرينكلز),"Cupcake Shop, Coffee Shop","Olaya St (Orouba Rd), الرياض, المملكة العربية السعودية",24.712569632069982,46.67451534256006,Moderate,10.0,39,7,7.6,16.0
Samurai (ساموراي),Japanese Restaurant,"Food Court, Kingdom Centre, الرياض, المملكة العربية السعودية",24.71254503407594,46.67448415049857,Moderate,14.0,30,15,5.8,31.0
Bahrya (بحرية),Seafood Restaurant,"الرياض, المملكة العربية السعودية",24.723484107121767,46.67430100706393,Expensive,148.0,111,41,7.8,202.0
Colony Coffee (مستعمرة القهوة),Coffee Shop,"Al-Wrood District | حي الورود (Prince Sultan bin Salman St.), الرياض 11588, المملكة العربية السعودية",24.724107336468663,46.6751802869248,Cheap,78.0,268,26,7.5,112.0
كوخ الفطيرة الدمشقية,"Middle Eastern Restaurant, Shawarma Place","حي الورود شارع المهندس مساعد العنقري, الرياض 12252, المملكة العربية السعودية",24.722239,46.678854,Moderate,9.0,4,1,6.6,16.0
سكاليني,Italian Restaurant,"Diplomatic Quarter, الرياض, المملكة العربية السعودية",24.71939549478581,46.68154370758769,Moderate,11.0,18,2,7.7,14.0
Rural India (الريف الهندي),Indian Restaurant,"الرياض, المملكة العربية السعودية",24.72407127923493,46.674612737057174,Moderate,46.0,94,42,6.6,78.0
بوظة وعصيرات شامية,Ice Cream Shop,"شارع المهندس مساعد العنقري, الرياض, المملكة العربية السعودية",24.722604,46.67866400000001,Cheap,9.0,7,2,8.3,9.0
Al Khafeef (عالخفيف),Breakfast Spot,"Riyadh, Riyadh, المملكة العربية السعودية",24.723975943794184,46.674825124122755,Cheap,80.0,34,17,7.2,117.0
تنور الفطيرة الدمشقية,"Middle Eastern Restaurant, Falafel Restaurant",المملكة العربية السعودية,24.720690181341578,46.6796678982679,Moderate,29.0,7,4,6.2,46.0
Day Cup,Café,"Al Worod, الرياض 11522, المملكة العربية السعودية",24.723660260191306,46.67946620197922,Cheap,34.0,158,21,6.4,64.0
دانكن دوناتس Dunkin Donutn,Donut Shop,"Al Worod (Prince Ahmed Bin Abdulaziz), الرياض, المملكة العربية السعودية",24.72035220348491,46.68286748443901,Cheap,10.0,9,1,7.6,12.0
حلويات جرير القباني,Dessert Shop,"Takkassi Street, المملكة العربية السعودية",24.71498648060831,46.67879297665802,Cheap,9.0,9,1,8.0,9.0
مطعم ومخبازة الماسة الزرقاء,Middle Eastern Restaurant,المملكة العربية السعودية,24.716078,46.681116,Moderate,4.0,4,2,5.6,8.0
Helen's (هِـلِـن),"Bakery, Cupcake Shop","Orouba Rd. (King abdulaziz Rd), الرياض, المملكة العربية السعودية",24.720497352860175,46.69131336589236,Cheap,474.0,317,215,8.3,696.0
Herfy (هرفي),Fast Food Restaurant,"Al Oruba St (Al Baz), الرياض, المملكة العربية السعودية",24.720132615085568,46.6904107703441,Cheap,22.0,24,3,7.2,33.0
DIPLOMAT (الدبلوماسي),"Dessert Shop, Bakery","AL ORUBA ST (KING ABDUL AZIZ RD), الرياض, المملكة العربية السعودية",24.72092268766577,46.69222632475666,Moderate,802.0,194,150,9.0,948.0
AmoHamza (عمو حمزة),Seafood Restaurant,"King Abdulaziz Rd (Al Orouba St.), الرياض, المملكة العربية السعودية",24.720556243170503,46.693119101031,Expensive,194.0,194,61,6.9,306.0
MERCATO COFFEE,Coffee Shop,"طريق العروبة, الرياض 12245, المملكة العربية السعودية",24.719771,46.690058,Cheap,5.0,8,2,7.5,8.0
Affari Cafe (اڤاري كافيه),Café,"King Abdulaziz Rd, الرياض 11461, المملكة العربية السعودية",24.72011427899849,46.69316680355377,Cheap,56.0,106,18,7.4,80.0
Papa John's (بابا جونز),Pizza Place,"Orouba Road, الرياض 12245, المملكة العربية السعودية",24.719246,46.688725,Cheap,8.0,9,7,7.1,14.0
بيتزا الأمور,Pizza Place,المملكة العربية السعودية,24.712009835033214,46.69693962822651,Cheap,15.0,6,5,6.5,21.0
